School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Carver Es,625,K,GEN,114,8,6,3,3,3,0,1,90
Carver Es,625,01,GEN,5,0,0,0,0,0,0,0,5
Carver Es,625,03,GEN,1,0,0,0,0,0,0,0,1
Carver Es,625,04,GEN,1,1,0,0,0,0,0,0,0
Carver Es,625,05,GEN,2,1,0,0,0,0,0,0,1
Carver Es,625,TOTAL,ALL,123,10,6,3,3,3,0,1,97
Chavez Es,603,K,GEN,161,9,17,3,7,7,6,2,110
Chavez Es,603,K,SPN,102,26,25,21,12,5,2,1,10
Chavez Es,603,01,GEN,5,0,1,0,0,0,0,0,4
Chavez Es,603,02,SPN,3,1,2,0,0,0,0,0,0
Chavez Es,603,03,GEN,3,2,0,0,0,0,0,0,1
Chavez Es,603,03,SPN,2,1,0,0,1,0,0,0,0
Chavez Es,603,04,GEN,1,0,1,0,0,0,0,0,0
Chavez Es,603,04,SPN,5,0,3,2,0,0,0,0,0
Chavez Es,603,05,GEN,2,0,0,0,0,0,0,1,1
Chavez Es,603,05,SPN,3,1,0,2,0,0,0,0,0
Chavez Es,603,TOTAL,ALL,287,40,49,28,20,12,8,4,126
Chin Es,872,K,GEN,518,22,46,20,40,21,20,11,338
Chin Es,872,K,CHN,140,44,26,30,9,14,4,1,12
Chin Es,872,01,GEN,15,0,2,0,1,0,3,0,9
Chin Es,872,01,CHN,4,2,1,0,0,0,0,0,1
Chin Es,872,02,GEN,8,1,1,2,0,0,2,0,2
Chin Es,872,02,CHN,7,3,0,1,2,1,0,0,0
Chin Es,872,03,GEN,14,4,0,3,1,1,1,1,3
Chin Es,872,04,GEN,7,3,0,1,2,1,0,0,0
Chin Es,872,05,GEN,6,1,1,2,0,0,0,0,2
Chin Es,872,TOTAL,ALL,719,80,77,59,55,38,30,13,367
Chinese Immersion Es,509,K,GEN,1,0,0,0,0,0,1,0,0
Chinese Immersion Es,509,K,IMMC,644,80,61,52,34,19,27,17,354
Chinese Immersion Es,509,01,IMMC,31,6,9,4,0,2,1,0,9
Chinese Immersion Es,509,03,IMMC,1,0,0,0,1,0,0,0,0
Chinese Immersion Es,509,05,IMMC,1,0,0,0,0,1,0,0,0
Chinese Immersion Es,509,TOTAL,ALL,678,86,70,56,35,22,29,17,363
Clarendon Es,478,K,GEN,1624,176,203,205,173,165,153,103,446
Clarendon Es,478,K,JPN,689,67,111,82,58,51,48,36,236
Clarendon Es,478,K,MM,11,3,1,4,2,1,0,0,0
Clarendon Es,478,01,GEN,78,14,18,15,8,6,8,2,7
Clarendon Es,478,01,JPN,29,7,5,7,2,2,1,0,5
Clarendon Es,478,02,GEN,38,10,13,1,5,2,2,3,2
Clarendon Es,478,02,JPN,11,3,3,2,0,1,0,1,1
Clarendon Es,478,03,GEN,38,8,9,7,7,2,2,0,3
Clarendon Es,478,03,JPN,9,1,4,2,0,2,0,0,0
Clarendon Es,478,03,MM,1,1,0,0,0,0,0,0,0
Clarendon Es,478,04,GEN,30,4,7,6,4,5,0,2,2
Clarendon Es,478,04,JPN,6,3,2,1,0,0,0,0,0
Clarendon Es,478,05,GEN,14,1,2,2,5,2,0,2,0
Clarendon Es,478,05,JPN,1,1,0,0,0,0,0,0,0
Clarendon Es,478,TOTAL,ALL,2579,299,378,334,264,239,214,149,702
Cleveland Es,481,K,GEN,165,11,18,7,13,6,2,3,105
Cleveland Es,481,K,SPN,57,21,10,10,3,6,0,1,6
Cleveland Es,481,01,GEN,5,0,0,1,0,0,0,0,4
Cleveland Es,481,02,SPN,1,0,0,0,1,0,0,0,0
Cleveland Es,481,03,GEN,3,0,1,0,0,0,0,0,2
Cleveland Es,481,03,SPN,2,0,1,0,1,0,0,0,0
Cleveland Es,481,04,SPN,3,1,0,0,2,0,0,0,0
Cleveland Es,481,05,GEN,1,0,0,0,0,0,0,0,1
Cleveland Es,481,05,SPN,2,1,0,0,1,0,0,0,0
Cleveland Es,481,TOTAL,ALL,239,34,30,18,21,12,2,4,118
Cobb Es,525,K,GEN,163,7,3,3,2,4,3,4,137
Cobb Es,525,01,GEN,7,0,1,0,0,0,0,0,6
Cobb Es,525,02,GEN,2,0,0,0,1,0,0,0,1
Cobb Es,525,03,GEN,4,1,0,0,0,0,0,0,3
Cobb Es,525,04,GEN,1,1,0,0,0,0,0,0,0
Cobb Es,525,05,GEN,1,0,0,0,0,0,0,0,1
Cobb Es,525,TOTAL,ALL,178,9,4,3,3,4,3,4,148
Drew Es,507,K,GEN,132,19,5,6,4,1,2,2,93
Drew Es,507,01,GEN,5,0,0,0,0,0,0,0,5
Drew Es,507,03,GEN,1,0,0,0,0,0,0,0,1
Drew Es,507,04,GEN,1,0,1,0,0,0,0,0,0
Drew Es,507,05,GEN,2,0,1,0,0,0,0,0,1
Drew Es,507,TOTAL,ALL,141,19,7,6,4,1,2,2,100
Drew Tk,849,TK,GEN,22,4,3,1,1,2,1,1,9
Drew Tk,849,TOTAL,ALL,22,4,3,1,1,2,1,1,9
El Dorado Es,521,K,GEN,105,5,8,7,0,1,0,4,80
El Dorado Es,521,01,GEN,4,0,0,0,0,0,0,0,4
El Dorado Es,521,03,GEN,1,0,0,0,0,0,0,0,1
El Dorado Es,521,04,GEN,1,0,0,0,0,0,0,1,0
El Dorado Es,521,05,GEN,2,0,1,0,0,0,0,0,1
El Dorado Es,521,TOTAL,ALL,113,5,9,7,0,1,0,5,86
Fairmount Es,537,K,IMMS,584,75,79,51,39,26,18,16,280
Fairmount Es,537,K,MS,3,0,1,1,0,0,0,0,1
Fairmount Es,537,01,IMMS,21,2,3,3,4,1,0,0,8
Fairmount Es,537,02,IMMS,8,2,4,1,1,0,0,0,0
Fairmount Es,537,03,IMMS,11,2,4,2,1,2,0,0,0
Fairmount Es,537,04,IMMS,9,2,2,2,2,1,0,0,0
Fairmount Es,537,05,IMMS,4,0,2,1,1,0,0,0,0
Fairmount Es,537,TOTAL,ALL,640,83,95,61,48,30,18,16,289
Feinstein Es,539,K,GEN,1026,86,44,48,59,49,49,67,624
Feinstein Es,539,01,GEN,39,4,0,3,3,1,2,4,22
Feinstein Es,539,02,GEN,17,1,2,3,0,3,3,0,5
Feinstein Es,539,03,GEN,13,2,1,0,3,0,2,0,5
Feinstein Es,539,04,GEN,9,2,0,1,1,0,2,0,3
Feinstein Es,539,05,GEN,9,0,0,1,1,0,0,2,5
Feinstein Es,539,TOTAL,ALL,1113,95,47,56,67,53,58,73,664
Flynn Es,680,TK,GEN,1,0,1,0,0,0,0,0,0
Flynn Es,680,K,GEN,223,8,17,10,8,5,8,3,164
Flynn Es,680,K,IMMS,304,24,21,37,31,17,14,5,155
Flynn Es,680,01,GEN,6,1,0,0,1,0,0,0,4
Flynn Es,680,01,IMMS,10,2,2,2,0,0,0,0,4
Flynn Es,680,02,IMMS,7,1,2,2,1,0,1,0,0
Flynn Es,680,03,GEN,6,0,3,1,0,0,0,0,2
Flynn Es,680,03,IMMS,6,1,2,1,1,1,0,0,0
Flynn Es,680,04,GEN,1,1,0,0,0,0,0,0,0
Flynn Es,680,04,IMMS,6,3,1,2,0,0,0,0,0
Flynn Es,680,05,GEN,1,0,0,0,0,0,0,0,1
Flynn Es,680,05,IMMS,4,0,0,2,1,1,0,0,0
Flynn Es,680,TOTAL,ALL,575,41,49,57,43,24,23,8,330
Flynn Tk,880,TK,GEN,87,16,15,15,15,6,3,2,15
Flynn Tk,880,TOTAL,ALL,87,16,15,15,15,6,3,2,15
Garfield Es,562,K,GEN,330,5,7,7,18,8,5,8,272
Garfield Es,562,K,AF,4,2,1,0,0,0,0,0,1
Garfield Es,562,K,IMMC,181,7,7,11,12,5,6,7,126
Garfield Es,562,01,GEN,11,0,0,2,0,0,1,0,8
Garfield Es,562,01,AF,1,1,0,0,0,0,0,0,0
Garfield Es,562,01,IMMC,4,0,0,1,0,0,0,0,3
Garfield Es,562,02,GEN,4,0,1,0,0,1,0,0,2
Garfield Es,562,02,IMMC,2,0,0,1,0,0,0,1,0
Garfield Es,562,03,GEN,4,0,0,0,1,0,0,0,3
Garfield Es,562,03,IMMC,2,0,1,0,0,0,0,1,0
Garfield Es,562,04,GEN,1,0,1,0,0,0,0,0,0
Garfield Es,562,04,IMMC,1,0,0,1,0,0,0,0,0
Garfield Es,562,05,GEN,4,0,0,0,1,0,0,0,3
Garfield Es,562,05,CHN,2,0,0,0,0,0,0,1,1
Garfield Es,562,TOTAL,ALL,551,15,18,23,32,14,12,18,419
Glen Park Es,575,K,GEN,538,33,37,36,26,18,19,23,346
Glen Park Es,575,K,MS,3,1,0,2,0,0,0,0,0
Glen Park Es,575,K,SPN,55,12,7,8,8,8,2,0,10
Glen Park Es,575,01,GEN,15,0,0,1,0,0,1,1,12
Glen Park Es,575,01,SPN,1,0,0,1,0,0,0,0,0
Glen Park Es,575,02,GEN,5,1,1,1,1,0,1,0,0
Glen Park Es,575,03,GEN,8,0,2,1,0,0,2,0,3
Glen Park Es,575,03,SPN,1,0,0,1,0,0,0,0,0
Glen Park Es,575,04,GEN,3,0,0,1,1,0,0,0,1
Glen Park Es,575,05,GEN,1,0,0,0,0,0,0,0,1
Glen Park Es,575,TOTAL,ALL,630,47,47,52,36,26,25,24,373
Grattan Es,589,K,GEN,1448,188,150,133,153,144,125,113,442
Grattan Es,589,K,SA,7,2,2,2,1,0,0,0,0
Grattan Es,589,01,GEN,77,12,12,12,10,11,4,4,12
Grattan Es,589,01,SA,1,1,0,0,0,0,0,0,0
Grattan Es,589,02,GEN,27,5,7,4,3,3,2,0,3
Grattan Es,589,03,GEN,25,8,2,4,1,2,3,2,3
Grattan Es,589,04,GEN,22,3,7,2,2,3,0,1,4
Grattan Es,589,05,GEN,10,2,1,1,4,1,0,0,1
Grattan Es,589,TOTAL,ALL,1617,221,181,158,174,164,134,120,465
Guadalupe Es,593,K,GEN,174,19,17,13,7,2,5,2,109
Guadalupe Es,593,K,SPN,56,16,15,3,10,4,1,1,6
Guadalupe Es,593,01,GEN,4,0,0,0,0,0,0,0,4
Guadalupe Es,593,02,GEN,5,4,1,0,0,0,0,0,0
Guadalupe Es,593,02,SPN,1,1,0,0,0,0,0,0,0
Guadalupe Es,593,03,GEN,2,0,0,1,0,0,0,0,1
Guadalupe Es,593,04,GEN,1,0,1,0,0,0,0,0,0
Guadalupe Es,593,04,SPN,2,0,2,0,0,0,0,0,0
Guadalupe Es,593,05,GEN,2,0,0,0,1,0,0,0,1
Guadalupe Es,593,05,SPN,1,1,0,0,0,0,0,0,0
Guadalupe Es,593,TOTAL,ALL,248,41,36,17,18,6,6,3,121
Harte Es,453,K,GEN,107,6,11,5,2,0,0,0,83
Harte Es,453,K,IMMS,80,7,3,2,4,0,1,0,63
Harte Es,453,01,GEN,3,0,0,0,0,0,0,0,3
Harte Es,453,01,IMMS,5,0,1,0,0,0,0,0,4
Harte Es,453,03,GEN,1,0,0,0,0,0,0,0,1
Harte Es,453,05,GEN,1,0,0,0,0,0,0,0,1
Harte Es,453,TOTAL,ALL,197,13,15,7,6,0,1,0,155
Harte Tk,705,TK,GEN,22,7,1,0,2,1,0,1,10
Harte Tk,705,TOTAL,ALL,22,7,1,0,2,1,0,1,10
Havard Tk,865,TK,GEN,17,1,2,3,0,0,1,0,10
Havard Tk,865,TOTAL,ALL,17,1,2,3,0,0,1,0,10
Hillcrest Es,614,K,GEN,214,18,15,12,19,9,5,6,130
Hillcrest Es,614,K,CHN,34,4,6,11,2,4,2,1,4
Hillcrest Es,614,K,MM,10,5,3,0,0,1,0,0,1
Hillcrest Es,614,K,SPN,50,10,11,16,2,3,0,1,7
Hillcrest Es,614,01,GEN,6,0,0,0,0,1,0,0,5
Hillcrest Es,614,01,CHN,1,0,0,1,0,0,0,0,0
Hillcrest Es,614,01,SPN,1,0,0,0,0,1,0,0,0
Hillcrest Es,614,02,GEN,1,0,0,0,1,0,0,0,0
Hillcrest Es,614,02,CHN,2,0,0,1,0,1,0,0,0
Hillcrest Es,614,03,GEN,6,1,1,1,1,0,0,0,2
Hillcrest Es,614,03,CHN,4,0,2,0,0,0,0,2,0
Hillcrest Es,614,03,SPN,1,0,0,1,0,0,0,0,0
Hillcrest Es,614,04,GEN,2,0,1,0,1,0,0,0,0
Hillcrest Es,614,04,SPN,4,0,2,2,0,0,0,0,0
Hillcrest Es,614,05,GEN,2,0,0,1,0,0,0,0,1
Hillcrest Es,614,05,CHN,2,0,0,0,1,0,0,1,0
Hillcrest Es,614,05,SPN,3,1,1,0,1,0,0,0,0
Hillcrest Es,614,TOTAL,ALL,343,39,42,46,28,20,7,11,150
Jefferson Es,644,K,GEN,1172,66,54,68,66,82,80,70,686
Jefferson Es,644,K,AF,3,1,0,1,0,1,0,0,0
Jefferson Es,644,01,GEN,53,4,2,2,4,7,4,5,25
Jefferson Es,644,02,GEN,14,0,3,2,1,0,0,3,5
Jefferson Es,644,03,GEN,15,1,2,0,1,3,1,0,7
Jefferson Es,644,03,AF,2,1,1,0,0,0,0,0,0
Jefferson Es,644,04,GEN,18,0,4,1,4,3,2,0,4
Jefferson Es,644,05,GEN,17,2,3,3,4,2,0,0,3
Jefferson Es,644,05,AF,1,1,0,0,0,0,0,0,0
Jefferson Es,644,TOTAL,ALL,1295,76,69,77,80,98,87,78,730
Key Es,544,K,GEN,833,67,36,47,38,35,34,29,547
Key Es,544,K,MM,10,3,2,3,1,0,1,0,0
Key Es,544,K,MS,4,0,3,0,1,0,0,0,0
Key Es,544,01,GEN,38,5,5,5,2,2,2,1,16
Key Es,544,01,MM,1,0,1,0,0,0,0,0,0
Key Es,544,02,GEN,9,1,1,1,0,2,0,1,3
Key Es,544,03,GEN,12,0,4,0,1,1,0,0,6
Key Es,544,03,MM,1,0,0,0,1,0,0,0,0
Key Es,544,04,GEN,10,2,1,0,0,2,0,2,3
Key Es,544,05,GEN,13,4,0,2,0,2,3,0,2
Key Es,544,TOTAL,ALL,931,82,53,58,44,44,40,33,577
Lafayette Es,664,K,GEN,951,91,58,61,40,46,39,45,571
Lafayette Es,664,K,DA,3,3,0,0,0,0,0,0,0
Lafayette Es,664,01,GEN,40,3,2,3,4,6,1,1,20
Lafayette Es,664,02,GEN,14,3,1,1,0,1,3,2,3
Lafayette Es,664,03,GEN,18,1,3,2,2,4,1,1,4
Lafayette Es,664,04,GEN,8,2,0,0,1,0,1,0,4
Lafayette Es,664,05,GEN,10,1,0,1,2,1,2,0,3
Lafayette Es,664,TOTAL,ALL,1044,104,64,68,49,58,47,49,605
Lakeshore Es,670,K,GEN,510,31,28,20,27,21,21,22,340
Lakeshore Es,670,K,AF,3,1,1,0,1,0,0,0,0
Lakeshore Es,670,01,GEN,13,3,0,0,0,0,0,0,10
Lakeshore Es,670,01,AF,1,0,0,1,0,0,0,0,0
Lakeshore Es,670,02,GEN,5,2,0,0,1,1,0,0,1
Lakeshore Es,670,03,GEN,6,0,1,0,2,1,0,0,2
Lakeshore Es,670,03,AF,1,1,0,0,0,0,0,0,0
Lakeshore Es,670,04,GEN,5,0,0,0,1,1,0,0,3
Lakeshore Es,670,05,GEN,6,1,1,0,0,0,1,0,3
Lakeshore Es,670,05,AF,1,0,1,0,0,0,0,0,0
Lakeshore Es,670,TOTAL,ALL,551,39,32,21,32,24,22,22,359
Lau Es,490,K,GEN,357,15,35,14,40,10,11,7,225
Lau Es,490,K,CHN,134,61,18,27,3,7,4,2,12
Lau Es,490,01,GEN,17,2,1,0,1,2,0,1,10
Lau Es,490,01,CHN,6,2,1,1,0,0,0,1,1
Lau Es,490,02,GEN,9,0,3,0,1,1,3,0,1
Lau Es,490,02,CHN,12,5,4,1,0,2,0,0,0
Lau Es,490,03,GEN,11,1,1,1,2,2,0,1,3
Lau Es,490,03,CHN,9,2,2,2,1,1,1,0,0
Lau Es,490,04,GEN,4,0,0,2,2,0,0,0,0
Lau Es,490,04,CHN,6,2,4,0,0,0,0,0,0
Lau Es,490,05,GEN,7,1,0,1,0,1,0,1,3
Lau Es,490,05,CHN,8,2,2,1,1,0,1,0,1
Lau Es,490,TOTAL,ALL,580,93,71,50,51,26,20,13,256
Lilienthal K-8,479,K,GEN,1111,150,146,98,77,53,55,58,474
Lilienthal K-8,479,K,IMMK,354,41,23,17,12,16,7,12,226
Lilienthal K-8,479,01,GEN,51,8,7,4,4,7,3,0,18
Lilienthal K-8,479,01,IMMK,11,4,0,0,1,1,0,0,5
Lilienthal K-8,479,02,GEN,18,1,4,5,1,3,0,1,3
Lilienthal K-8,479,03,GEN,21,7,3,1,3,4,0,1,2
Lilienthal K-8,479,04,GEN,18,6,3,2,0,3,1,2,1
Lilienthal K-8,479,05,GEN,21,11,2,3,0,1,2,0,2
Lilienthal K-8,479,06,GEN,187,35,30,32,32,19,13,11,15
Lilienthal K-8,479,07,GEN,15,5,2,1,4,1,1,0,1
Lilienthal K-8,479,08,GEN,4,1,0,0,1,2,0,0,0
Lilienthal K-8,479,TOTAL,ALL,1811,269,220,163,135,110,82,85,747
Longfellow Es,691,K,GEN,207,21,17,12,8,4,2,2,141
Longfellow Es,691,K,FIL,29,7,1,1,0,0,0,0,20
Longfellow Es,691,K,MM,2,1,1,0,0,0,0,0,0
Longfellow Es,691,K,SPN,39,18,5,4,0,2,0,0,10
Longfellow Es,691,01,GEN,6,1,0,0,0,0,0,0,5
Longfellow Es,691,01,SPN,1,1,0,0,0,0,0,0,0
Longfellow Es,691,02,GEN,3,3,0,0,0,0,0,0,0
Longfellow Es,691,02,SPN,1,0,0,1,0,0,0,0,0
Longfellow Es,691,03,GEN,5,4,0,0,0,0,0,0,1
Longfellow Es,691,03,SPN,2,1,0,1,0,0,0,0,0
Longfellow Es,691,04,GEN,3,2,0,1,0,0,0,0,0
Longfellow Es,691,04,SPN,2,0,0,1,1,0,0,0,0
Longfellow Es,691,05,GEN,2,1,0,0,0,0,0,0,1
Longfellow Es,691,05,SPN,1,0,0,1,0,0,0,0,0
Longfellow Es,691,TOTAL,ALL,303,60,24,22,9,6,2,2,178
Malcolm X Es,830,K,GEN,84,4,4,0,1,2,0,0,73
Malcolm X Es,830,01,GEN,3,0,0,0,0,0,0,0,3
Malcolm X Es,830,03,GEN,1,0,0,0,0,0,0,0,1
Malcolm X Es,830,05,GEN,1,0,0,0,0,0,0,0,1
Malcolm X Es,830,TOTAL,ALL,89,4,4,0,1,2,0,0,78
Marshall Es,714,K,IMMS,366,46,30,30,18,18,12,9,203
Marshall Es,714,01,IMMS,11,1,2,1,2,0,0,0,5
Marshall Es,714,02,IMMS,2,0,0,2,0,0,0,0,0
Marshall Es,714,03,IMMS,7,0,0,3,2,1,1,0,0
Marshall Es,714,04,IMMS,5,1,0,2,2,0,0,0,0
Marshall Es,714,TOTAL,ALL,391,48,32,38,24,19,13,9,208
McCoppin Es,549,K,GEN,455,8,4,5,7,14,16,8,393
McCoppin Es,549,01,GEN,16,0,0,0,2,2,0,0,12
McCoppin Es,549,02,GEN,3,0,0,0,0,1,0,0,2
McCoppin Es,549,03,GEN,5,1,1,0,1,0,0,0,2
McCoppin Es,549,04,GEN,1,0,0,0,0,0,0,0,1
McCoppin Es,549,05,GEN,5,1,0,1,0,0,0,1,2
McCoppin Es,549,05,CHN,2,0,0,1,0,0,1,0,0
McCoppin Es,549,TOTAL,ALL,487,10,5,7,10,17,17,9,412
McKinley Es,718,K,GEN,1106,78,69,80,86,73,87,76,557
McKinley Es,718,01,GEN,43,4,5,7,3,2,1,5,16
McKinley Es,718,02,GEN,18,2,3,2,2,3,0,4,2
McKinley Es,718,03,GEN,19,2,3,0,5,3,1,1,4
McKinley Es,718,04,GEN,10,2,0,2,0,0,2,2,2
McKinley Es,718,05,GEN,5,1,2,0,0,0,1,0,1
McKinley Es,718,TOTAL,ALL,1201,89,82,91,96,81,92,88,582
McLaren Tk,704,TK,GEN,53,13,6,1,4,7,4,4,14
McLaren Tk,704,TOTAL,ALL,53,13,6,1,4,7,4,4,14
Milk Es,505,K,GEN,519,21,21,17,14,15,17,19,395
Milk Es,505,01,GEN,12,0,0,3,1,0,1,0,7
Milk Es,505,02,GEN,4,0,1,0,0,0,0,0,3
Milk Es,505,03,GEN,10,2,1,1,1,1,0,0,4
Milk Es,505,04,GEN,3,1,0,0,1,0,0,0,1
Milk Es,505,05,GEN,5,0,2,0,1,1,0,0,1
Milk Es,505,TOTAL,ALL,553,24,25,21,18,17,18,19,411
Miraloma Es,722,K,GEN,1140,93,80,89,93,86,75,70,554
Miraloma Es,722,K,MM,14,4,5,3,1,0,0,1,0
Miraloma Es,722,01,GEN,37,2,6,4,4,3,0,0,18
Miraloma Es,722,01,MM,1,1,0,0,0,0,0,0,0
Miraloma Es,722,02,GEN,20,4,1,3,3,1,4,1,3
Miraloma Es,722,03,GEN,20,2,4,5,1,0,2,3,3
Miraloma Es,722,03,MM,1,0,0,0,0,1,0,0,0
Miraloma Es,722,04,GEN,11,2,2,3,1,1,0,0,2
Miraloma Es,722,05,GEN,2,0,0,1,0,0,0,1,0
Miraloma Es,722,05,MM,1,0,0,1,0,0,0,0,0
Miraloma Es,722,TOTAL,ALL,1247,108,98,109,103,92,81,76,580
Mission Ed Ctr Es,724,K,NEWS,3,2,1,0,0,0,0,0,0
Mission Ed Ctr Es,724,TOTAL,ALL,3,2,1,0,0,0,0,0,0
Monroe Es,729,K,GEN,352,23,45,19,29,14,10,12,200
Monroe Es,729,K,CHN,86,25,18,9,6,7,2,4,15
Monroe Es,729,K,IMMS,340,59,27,35,23,14,11,16,155
Monroe Es,729,01,GEN,23,4,7,2,0,1,0,1,8
Monroe Es,729,01,CHN,14,9,2,1,0,0,2,0,0
Monroe Es,729,01,IMMS,9,1,1,3,0,0,0,0,4
Monroe Es,729,02,GEN,8,1,3,1,1,0,1,0,1
Monroe Es,729,02,CHN,6,3,0,2,0,1,0,0,0
Monroe Es,729,02,IMMS,5,1,1,1,2,0,0,0,0
Monroe Es,729,03,GEN,11,4,0,0,3,1,0,1,2
Monroe Es,729,03,CHN,4,1,1,2,0,0,0,0,0
Monroe Es,729,03,IMMS,8,2,4,1,1,0,0,0,0
Monroe Es,729,04,GEN,11,5,5,1,0,0,0,0,0
Monroe Es,729,04,CHN,7,4,2,1,0,0,0,0,0
Monroe Es,729,04,IMMS,10,4,2,2,2,0,0,0,0
Monroe Es,729,05,GEN,6,1,0,0,1,0,1,1,2
Monroe Es,729,05,CHN,7,1,2,3,1,0,0,0,0
Monroe Es,729,05,IMMS,5,1,2,1,1,0,0,0,0
Monroe Es,729,TOTAL,ALL,912,149,122,84,70,38,27,35,387
Montessori Es,814,K,GEN,583,41,22,39,29,28,29,23,372
Montessori Es,814,01,GEN,31,8,3,2,2,1,2,4,9
Montessori Es,814,02,GEN,10,1,0,1,1,1,1,0,5
Montessori Es,814,03,GEN,5,0,0,0,0,0,2,0,3
Montessori Es,814,04,GEN,1,0,0,0,0,0,1,0,0
Montessori Es,814,05,GEN,3,1,0,0,0,0,0,0,2
Montessori Es,814,TOTAL,ALL,633,51,25,42,32,30,35,27,391
Moscone Es,723,K,GEN,254,12,24,10,8,4,6,1,189
Moscone Es,723,K,CHN,26,11,4,3,1,0,1,0,6
Moscone Es,723,K,SPN,121,36,26,24,14,5,3,4,9
Moscone Es,723,01,GEN,10,0,3,0,0,1,0,0,6
Moscone Es,723,01,CHN,3,1,1,1,0,0,0,0,0
Moscone Es,723,01,SPN,2,2,0,0,0,0,0,0,0
Moscone Es,723,02,GEN,3,1,0,0,0,0,0,0,2
Moscone Es,723,02,SPN,1,0,0,1,0,0,0,0,0
Moscone Es,723,03,GEN,7,0,2,2,0,1,0,0,2
Moscone Es,723,03,CHN,2,2,0,0,0,0,0,0,0
Moscone Es,723,03,SPN,1,0,1,0,0,0,0,0,0
Moscone Es,723,04,GEN,7,1,2,1,0,1,0,1,1
Moscone Es,723,04,CHN,3,1,0,0,1,0,1,0,0
Moscone Es,723,05,GEN,8,1,1,0,0,0,2,0,4
Moscone Es,723,05,CHN,5,2,0,1,1,0,0,0,1
Moscone Es,723,05,SPN,2,0,2,0,0,0,0,0,0
Moscone Es,723,TOTAL,ALL,455,70,66,43,25,12,13,6,220
Muir Es,650,K,GEN,154,10,6,5,2,5,1,1,124
Muir Es,650,K,SPN,23,11,4,3,2,2,0,0,1
Muir Es,650,01,GEN,5,0,1,0,0,0,0,0,4
Muir Es,650,03,GEN,1,0,0,0,0,0,0,0,1
Muir Es,650,03,SPN,1,1,0,0,0,0,0,0,0
Muir Es,650,05,GEN,2,0,0,0,0,0,0,0,2
