SchoolName,idSchool,Grade,Program,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+,Grand Total
Washington (George) HS,571,11,ED,3,0,0,0,0,0,0.0,0.0,3.0
Washington (George) HS,571,11,GE,458,9,1,2,0,0,0.0,0.0,470.0
Washington (George) HS,571,11,MM,2,0,0,0,0,0,0.0,0.0,2.0
Washington (George) HS,571,11,MS,6,0,0,0,0,0,0.0,0.0,6.0
Washington (George) HS,571,11,NX,36,0,0,0,0,0,0.0,0.0,36.0
Washington (George) HS,571,11,SF,4,0,0,0,0,0,0.0,0.0,4.0
Washington (George) HS,571,12,ED,3,0,0,0,0,0,0.0,0.0,3.0
Washington (George) HS,571,12,GE,436,1,2,0,0,0,0.0,0.0,439.0
Washington (George) HS,571,12,MM,5,0,0,0,0,0,0.0,0.0,5.0
Washington (George) HS,571,12,MS,6,0,0,0,0,0,0.0,0.0,6.0
Washington (George) HS,571,12,NX,55,0,0,0,0,0,0.0,0.0,55.0
Webster (Daniel) ES,497,KG,GE,35,39,24,12,15,15,10.0,288.0,438.0
Webster (Daniel) ES,497,KG,SE,65,22,14,18,13,15,15.0,208.0,370.0
Webster (Daniel) ES,497,KG,SN,11,16,6,11,6,3,4.0,13.0,70.0
Webster (Daniel) ES,497,1,GE,22,5,0,0,0,0,0.0,4.0,31.0
Webster (Daniel) ES,497,1,SE,28,1,0,0,1,0,0.0,3.0,33.0
Webster (Daniel) ES,497,1,SN,13,0,1,1,0,0,0.0,0.0,15.0
Webster (Daniel) ES,497,2,GE,23,1,1,1,0,0,0.0,1.0,27.0
Webster (Daniel) ES,497,2,SN,41,3,1,1,0,0,0.0,0.0,46.0
Webster (Daniel) ES,497,3,GE,24,1,2,1,0,0,0.0,3.0,31.0
Webster (Daniel) ES,497,3,SN,31,0,1,0,0,0,0.0,0.0,32.0
Webster (Daniel) ES,497,4,GE,14,0,0,0,1,0,0.0,0.0,15.0
Webster (Daniel) ES,497,4,SN,31,0,0,0,0,0,0.0,0.0,31.0
Webster (Daniel) ES,497,5,GE,21,2,0,0,1,0,0.0,0.0,24.0
Webster (Daniel) ES,497,5,SN,34,0,0,1,0,0,0.0,0.0,35.0
West Portal ES,876,KG,CE,30,37,32,41,16,18,23.0,332.0,529.0
West Portal ES,876,KG,CN,33,41,41,20,24,16,8.0,26.0,209.0
West Portal ES,876,KG,GE,72,97,100,113,76,93,99.0,732.0,1382.0
West Portal ES,876,1,CE,21,4,7,4,0,0,0.0,5.0,41.0
West Portal ES,876,1,CN,22,2,1,0,0,0,0.0,0.0,25.0
West Portal ES,876,1,GE,67,14,11,2,5,3,1.0,21.0,124.0
West Portal ES,876,2,CN,36,2,1,0,0,0,0.0,0.0,39.0
West Portal ES,876,2,GE,73,8,7,4,6,1,1.0,10.0,110.0
West Portal ES,876,3,CN,33,1,0,0,1,0,0.0,0.0,35.0
West Portal ES,876,3,GE,67,2,2,4,1,4,1.0,8.0,89.0
West Portal ES,876,4,CN,33,1,0,0,0,0,0.0,0.0,34.0
West Portal ES,876,4,GE,67,3,1,1,1,1,1.0,2.0,77.0
West Portal ES,876,5,CN,32,2,0,0,0,0,0.0,0.0,34.0
West Portal ES,876,5,GE,71,3,1,1,2,2,0.0,3.0,83.0
Wo (Yick) ES,801,KG,GE,40,18,14,16,15,15,2.0,350.0,470.0
Wo (Yick) ES,801,KG,SA,1,0,2,1,0,0,0.0,0.0,4.0
Wo (Yick) ES,801,1,GE,37,1,0,0,1,0,1.0,7.0,47.0
Wo (Yick) ES,801,1,SA,3,0,0,0,0,0,0.0,0.0,3.0
Wo (Yick) ES,801,2,GE,40,0,0,0,1,0,1.0,3.0,45.0
Wo (Yick) ES,801,2,SA,1,0,0,0,0,0,0.0,0.0,1.0
Wo (Yick) ES,801,3,GE,39,2,1,1,0,0,2.0,3.0,48.0
Wo (Yick) ES,801,3,SA,3,0,0,0,0,0,0.0,0.0,3.0
Wo (Yick) ES,801,4,GE,35,3,0,1,0,0,0.0,3.0,42.0
Wo (Yick) ES,801,4,SA,2,0,0,0,0,0,0.0,0.0,2.0
Wo (Yick) ES,801,5,GE,38,1,1,1,0,0,0.0,1.0,42.0
Yu (Alice Fong) K-8,485,KG,CE,69,48,22,31,31,24,28.0,423.0,676.0
Yu (Alice Fong) K-8,485,KG,CT,114,69,63,35,27,18,19.0,123.0,468.0
Yu (Alice Fong) K-8,485,1,CE,48,2,1,0,3,1,0.0,5.0,60.0
Yu (Alice Fong) K-8,485,1,CT,39,6,1,2,2,0,0.0,7.0,57.0
Yu (Alice Fong) K-8,485,2,CN,69,3,0,0,0,0,0.0,0.0,72.0
Yu (Alice Fong) K-8,485,3,CN,67,0,0,0,0,0,1.0,0.0,68.0
Yu (Alice Fong) K-8,485,4,CN,67,1,0,0,0,0,0.0,0.0,68.0
Yu (Alice Fong) K-8,485,5,CN,70,1,0,0,0,0,0.0,0.0,71.0
Yu (Alice Fong) K-8,485,6,CN,75,10,11,6,4,1,3.0,3.0,113.0
Yu (Alice Fong) K-8,485,7,CN,67,0,0,0,0,0,0.0,0.0,67.0
Yu (Alice Fong) K-8,485,8,CN,66,0,0,0,0,0,0.0,0.0,66.0
