School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Feinstein Es,539,02,GEN,17,1,0,0,2,3,0,2,9
Feinstein Es,539,03,GEN,19,4,4,1,2,2,0,2,4
Feinstein Es,539,04,GEN,11,0,1,2,0,0,3,1,4
Feinstein Es,539,05,GEN,10,2,0,1,0,2,2,0,3
Feinstein Es,539,TOTAL,ALL,1033,89,61,51,56,82,53,55,586
Flynn Es,680,K,GEN,210,11,19,7,13,10,5,9,136
Flynn Es,680,K,IMMS,281,30,24,30,34,16,15,12,120
Flynn Es,680,01,GEN,3,0,0,1,0,0,0,0,2
Flynn Es,680,01,IMMS,9,1,0,3,3,1,0,0,1
Flynn Es,680,02,GEN,1,0,1,0,0,0,0,0,0
Flynn Es,680,02,IMMS,4,0,0,0,2,2,0,0,0
Flynn Es,680,03,ED,1,1,0,0,0,0,0,0,0
Flynn Es,680,03,IMMS,6,0,0,5,1,0,0,0,0
Flynn Es,680,04,GEN,2,0,1,1,0,0,0,0,0
Flynn Es,680,04,IMMS,2,0,0,0,2,0,0,0,0
Flynn Es,680,05,IMMS,2,0,0,0,0,2,0,0,0
Flynn Es,680,TOTAL,ALL,521,43,45,47,55,31,20,21,259
Flynn Tk,880,K,GEN,109,20,21,23,12,5,9,4,15
Flynn Tk,880,TOTAL,ALL,109,20,21,23,12,5,9,4,15
Garfield Es,562,K,GEN,276,5,10,17,10,8,8,9,209
Garfield Es,562,K,AF,5,1,1,2,1,0,0,0,0
Garfield Es,562,K,IMMC,155,15,6,3,9,9,3,5,105
Garfield Es,562,01,GEN,4,0,0,0,0,0,0,0,4
Garfield Es,562,01,IMMC,4,0,0,0,0,0,0,0,4
Garfield Es,562,02,GEN,4,1,1,1,0,0,0,0,1
Garfield Es,562,02,IMMC,3,0,2,0,0,1,0,0,0
Garfield Es,562,03,GEN,7,1,0,0,0,1,0,0,5
Garfield Es,562,03,IMMC,2,0,0,0,0,0,0,1,1
Garfield Es,562,04,GEN,5,0,1,2,0,0,0,0,2
Garfield Es,562,04,CHN,5,0,1,0,1,1,0,1,1
Garfield Es,562,05,GEN,8,0,2,0,0,1,0,2,3
Garfield Es,562,05,CHN,8,1,0,0,2,0,3,0,2
Garfield Es,562,TOTAL,ALL,486,24,24,25,23,21,14,18,337
Glen Park Es,575,K,GEN,475,25,30,28,23,22,26,30,291
Glen Park Es,575,K,SA,5,3,1,1,0,0,0,0,0
Glen Park Es,575,K,SPN,48,7,11,4,7,5,3,2,9
Glen Park Es,575,01,GEN,13,1,3,1,0,2,0,1,5
Glen Park Es,575,01,SPN,1,0,0,0,1,0,0,0,0
Glen Park Es,575,02,GEN,7,1,2,0,1,0,0,1,2
Glen Park Es,575,03,GEN,7,2,3,0,1,0,0,0,1
Glen Park Es,575,03,SPN,2,0,2,0,0,0,0,0,0
Glen Park Es,575,04,GEN,4,0,3,0,0,1,0,0,0
Glen Park Es,575,04,SPN,1,0,0,0,1,0,0,0,0
Glen Park Es,575,05,GEN,1,0,0,0,0,0,0,0,1
Glen Park Es,575,TOTAL,ALL,564,39,55,34,34,30,29,34,309
Grattan Es,589,K,GEN,1342,186,118,145,128,150,114,90,411
Grattan Es,589,K,SA,8,2,2,1,2,1,0,0,0
Grattan Es,589,01,GEN,49,14,7,6,6,4,3,2,7
Grattan Es,589,02,GEN,44,10,7,7,3,3,7,1,6
Grattan Es,589,03,GEN,28,1,9,4,2,4,2,3,3
Grattan Es,589,04,GEN,15,2,2,1,4,2,2,1,1
Grattan Es,589,05,GEN,18,4,4,3,1,3,0,2,1
Grattan Es,589,TOTAL,ALL,1504,219,149,167,146,167,128,99,429
Guadalupe Es,593,K,GEN,172,19,11,17,11,3,8,6,97
Guadalupe Es,593,K,SPN,68,13,16,20,10,2,1,4,2
Guadalupe Es,593,01,GEN,3,1,0,0,0,0,0,0,2
Guadalupe Es,593,01,SPN,3,2,0,0,0,1,0,0,0
Guadalupe Es,593,02,SPN,1,0,1,0,0,0,0,0,0
Guadalupe Es,593,03,GEN,2,1,1,0,0,0,0,0,0
Guadalupe Es,593,03,SPN,1,0,1,0,0,0,0,0,0
Guadalupe Es,593,04,GEN,1,1,0,0,0,0,0,0,0
Guadalupe Es,593,04,SPN,4,0,2,0,2,0,0,0,0
Guadalupe Es,593,TOTAL,ALL,255,37,32,37,23,6,9,10,101
Harte Es,453,K,GEN,81,7,11,2,2,1,0,0,58
Harte Es,453,K,IMMS,72,13,1,2,3,1,3,1,48
Harte Es,453,01,GEN,1,0,0,0,0,0,0,0,1
Harte Es,453,01,IMMS,1,0,0,0,0,0,0,0,1
Harte Es,453,03,GEN,2,2,0,0,0,0,0,0,0
Harte Es,453,TOTAL,ALL,157,22,12,4,5,2,3,1,108
Havard Tk,865,K,GEN,27,3,0,2,2,4,0,1,15
Havard Tk,865,TOTAL,ALL,27,3,0,2,2,4,0,1,15
Hillcrest Es,614,K,GEN,182,13,20,10,21,8,14,7,89
Hillcrest Es,614,K,CHN,39,3,8,10,6,8,3,0,1
Hillcrest Es,614,K,MM,3,0,2,1,0,0,0,0,0
Hillcrest Es,614,K,SPN,52,13,5,18,3,7,2,0,4
Hillcrest Es,614,01,GEN,4,0,2,0,0,0,1,0,1
Hillcrest Es,614,01,CHN,2,1,1,0,0,0,0,0,0
Hillcrest Es,614,01,SPN,1,1,0,0,0,0,0,0,0
Hillcrest Es,614,02,GEN,3,0,1,1,1,0,0,0,0
Hillcrest Es,614,02,CHN,1,0,0,0,1,0,0,0,0
Hillcrest Es,614,02,SPN,1,1,0,0,0,0,0,0,0
Hillcrest Es,614,03,GEN,4,0,1,1,1,0,0,1,0
Hillcrest Es,614,03,CHN,1,0,1,0,0,0,0,0,0
Hillcrest Es,614,04,GEN,2,0,1,0,1,0,0,0,0
Hillcrest Es,614,04,CHN,2,0,0,2,0,0,0,0,0
Hillcrest Es,614,04,SPN,1,1,0,0,0,0,0,0,0
Hillcrest Es,614,05,GEN,4,1,0,1,2,0,0,0,0
Hillcrest Es,614,05,CHN,4,3,0,0,0,0,0,1,0
Hillcrest Es,614,TOTAL,ALL,306,37,42,44,36,23,20,9,95
Jefferson Es,644,K,GEN,1090,60,45,55,67,88,64,83,628
Jefferson Es,644,K,AF,7,2,2,2,0,1,0,0,0
Jefferson Es,644,01,GEN,25,4,2,2,3,0,3,2,9
Jefferson Es,644,02,GEN,29,2,2,2,5,0,3,4,11
Jefferson Es,644,03,GEN,18,4,1,2,1,2,3,0,5
Jefferson Es,644,04,GEN,14,3,0,3,0,1,0,1,6
Jefferson Es,644,05,GEN,16,2,2,3,2,0,1,2,4
Jefferson Es,644,TOTAL,ALL,1199,77,54,69,78,92,74,92,663
Key Es,544,K,GEN,708,51,44,49,37,28,36,22,441
Key Es,544,K,MM,15,7,3,2,1,2,0,0,0
Key Es,544,01,GEN,16,1,1,1,0,0,2,2,9
Key Es,544,02,GEN,15,1,2,1,0,1,0,2,8
Key Es,544,03,GEN,13,2,0,5,2,0,1,1,2
Key Es,544,04,GEN,12,3,1,0,0,2,1,1,4
Key Es,544,05,GEN,12,3,0,2,2,1,0,3,1
Key Es,544,TOTAL,ALL,791,68,51,60,42,34,40,31,465
Lafayette Es,664,K,GEN,834,84,38,59,46,37,35,33,502
Lafayette Es,664,01,GEN,14,2,2,0,0,0,2,1,7
Lafayette Es,664,02,GEN,22,3,2,4,2,3,2,2,4
Lafayette Es,664,03,GEN,12,6,0,2,0,1,1,1,1
Lafayette Es,664,04,GEN,15,3,2,1,2,1,1,1,4
Lafayette Es,664,05,GEN,11,5,1,1,0,2,0,1,1
Lafayette Es,664,TOTAL,ALL,908,103,45,67,50,44,41,39,519
Lakeshore Es,670,K,GEN,416,38,20,21,21,15,23,20,258
Lakeshore Es,670,K,AF,9,3,4,1,1,0,0,0,0
Lakeshore Es,670,01,GEN,5,0,0,0,0,1,0,0,4
Lakeshore Es,670,02,GEN,9,1,1,1,0,1,0,0,5
Lakeshore Es,670,03,GEN,2,0,1,1,0,0,0,0,0
Lakeshore Es,670,04,GEN,6,0,1,1,1,0,2,0,1
Lakeshore Es,670,05,GEN,3,1,0,1,0,0,0,0,1
Lakeshore Es,670,TOTAL,ALL,450,43,27,26,23,17,25,20,269
Lau Es,490,K,GEN,280,23,29,10,21,12,24,9,152
Lau Es,490,K,CHN,141,48,11,31,13,17,6,6,9
Lau Es,490,01,GEN,4,0,1,0,0,1,0,0,2
Lau Es,490,01,CHN,2,1,0,0,1,0,0,0,0
Lau Es,490,02,GEN,7,3,1,0,1,1,1,0,0
Lau Es,490,02,CHN,8,3,3,1,1,0,0,0,0
Lau Es,490,03,GEN,10,1,3,2,0,1,1,1,1
Lau Es,490,03,CHN,6,2,2,0,0,1,1,0,0
Lau Es,490,04,GEN,7,3,2,0,0,2,0,0,0
Lau Es,490,04,CHN,7,5,0,0,1,1,0,0,0
Lau Es,490,05,GEN,9,0,1,1,0,5,1,1,0
Lau Es,490,05,CHN,15,1,5,3,3,2,0,1,0
Lau Es,490,TOTAL,ALL,496,90,58,48,41,43,34,18,164
Lilienthal K-8,479,K,GEN,1099,124,156,107,72,63,61,54,462
Lilienthal K-8,479,K,IMMK,347,44,26,20,10,9,15,10,213
Lilienthal K-8,479,01,GEN,40,3,6,12,3,2,1,2,11
Lilienthal K-8,479,01,IMMK,5,1,0,0,0,0,0,0,4
Lilienthal K-8,479,02,GEN,27,5,4,3,5,3,0,3,4
Lilienthal K-8,479,02,IMMK,1,1,0,0,0,0,0,0,0
Lilienthal K-8,479,03,GEN,23,6,3,4,3,4,1,0,2
Lilienthal K-8,479,04,GEN,15,6,1,5,1,1,1,0,0
Lilienthal K-8,479,05,GEN,12,5,1,1,1,1,1,2,0
Lilienthal K-8,479,06,GEN,198,22,36,28,31,32,21,7,21
Lilienthal K-8,479,07,GEN,16,7,4,2,2,1,0,0,0
Lilienthal K-8,479,08,GEN,7,1,2,2,1,0,1,0,0
Lilienthal K-8,479,TOTAL,ALL,1790,225,239,184,129,116,102,78,717
Longfellow Es,691,K,GEN,180,33,12,8,8,1,4,6,108
Longfellow Es,691,K,FIL,15,1,3,0,1,0,1,0,9
Longfellow Es,691,K,SPN,43,17,5,6,2,9,2,0,2
Longfellow Es,691,01,GEN,4,1,0,1,0,0,0,1,1
Longfellow Es,691,01,SPN,4,3,1,0,0,0,0,0,0
Longfellow Es,691,02,GEN,6,1,2,2,1,0,0,0,0
Longfellow Es,691,02,FIL,1,0,0,1,0,0,0,0,0
Longfellow Es,691,02,SPN,3,2,0,0,1,0,0,0,0
Longfellow Es,691,03,GEN,2,1,1,0,0,0,0,0,0
Longfellow Es,691,03,SPN,1,1,0,0,0,0,0,0,0
Longfellow Es,691,04,GEN,3,2,0,0,1,0,0,0,0
Longfellow Es,691,04,SPN,4,3,0,1,0,0,0,0,0
Longfellow Es,691,05,SPN,1,0,0,0,1,0,0,0,0
Longfellow Es,691,TOTAL,ALL,267,65,24,19,15,10,7,7,120
Malcolm X Es,830,K,GEN,67,3,4,0,1,1,0,0,58
Malcolm X Es,830,01,GEN,1,0,0,0,0,0,0,0,1
Malcolm X Es,830,TOTAL,ALL,68,3,4,0,1,1,0,0,59
Marshall Es,714,K,IMMS,325,47,39,18,28,23,8,12,150
Marshall Es,714,01,IMMS,11,4,1,3,1,1,0,0,1
Marshall Es,714,02,IMMS,6,3,1,1,1,0,0,0,0
Marshall Es,714,03,IMMS,7,1,1,1,2,1,0,1,0
Marshall Es,714,04,IMMS,4,1,0,3,0,0,0,0,0
Marshall Es,714,05,IMMS,6,2,2,1,1,0,0,0,0
Marshall Es,714,TOTAL,ALL,359,58,44,27,33,25,8,13,151
McCoppin Es,549,K,GEN,259,11,3,8,7,7,8,6,209
McCoppin Es,549,K,CHN,1,0,0,0,0,0,0,0,1
McCoppin Es,549,01,GEN,5,0,0,0,0,0,0,0,5
McCoppin Es,549,02,GEN,8,1,1,0,0,2,0,2,2
McCoppin Es,549,03,CHN,1,0,1,0,0,0,0,0,0
McCoppin Es,549,04,GEN,1,0,0,1,0,0,0,0,0
McCoppin Es,549,04,CHN,1,0,1,0,0,0,0,0,0
McCoppin Es,549,05,GEN,4,0,1,2,1,0,0,0,0
McCoppin Es,549,05,CHN,1,1,0,0,0,0,0,0,0
McCoppin Es,549,TOTAL,ALL,281,13,7,11,8,9,8,8,217
McKinley Es,718,K,GEN,1021,81,57,83,85,98,69,79,469
McKinley Es,718,01,GEN,30,3,3,3,1,3,2,4,11
McKinley Es,718,02,GEN,29,5,2,7,3,4,1,2,5
McKinley Es,718,03,GEN,16,1,1,4,1,2,2,2,3
McKinley Es,718,04,GEN,7,1,0,1,0,2,0,1,2
McKinley Es,718,05,GEN,9,1,1,0,2,2,1,0,2
McKinley Es,718,TOTAL,ALL,1112,92,64,98,92,111,75,88,492
McLaren Tk,704,K,GEN,61,15,7,3,13,2,4,3,14
McLaren Tk,704,TOTAL,ALL,61,15,7,3,13,2,4,3,14
Milk Es,505,K,GEN,359,16,8,12,11,11,10,8,283
Milk Es,505,01,GEN,10,0,0,2,0,0,0,0,8
Milk Es,505,02,GEN,10,2,2,0,0,0,1,0,5
Milk Es,505,03,GEN,2,0,0,0,0,2,0,0,0
Milk Es,505,04,GEN,2,0,0,1,0,0,0,0,1
Milk Es,505,05,GEN,2,0,0,1,0,0,0,0,1
Milk Es,505,TOTAL,ALL,385,18,10,16,11,13,11,8,298
Miraloma Es,722,K,GEN,1016,87,73,67,92,68,59,70,500
Miraloma Es,722,K,MM,11,2,2,2,2,2,0,1,0
Miraloma Es,722,01,GEN,23,6,1,4,0,4,1,0,7
Miraloma Es,722,02,GEN,32,6,2,2,5,2,8,1,6
Miraloma Es,722,03,GEN,20,6,4,1,1,1,3,1,3
Miraloma Es,722,04,GEN,13,5,1,0,2,1,0,0,4
Miraloma Es,722,05,GEN,7,1,0,2,0,1,0,1,2
Miraloma Es,722,TOTAL,ALL,1122,113,83,78,102,79,71,74,522
Mission Ed Ctr Es,724,K,GEN,1,0,0,0,0,0,0,0,1
Mission Ed Ctr Es,724,K,NEWS,1,1,0,0,0,0,0,0,0
Mission Ed Ctr Es,724,TOTAL,ALL,2,1,0,0,0,0,0,0,1
Monroe Es,729,K,GEN,317,12,64,13,17,21,11,10,169
Monroe Es,729,K,CHN,89,36,15,12,6,6,1,5,8
Monroe Es,729,K,IMMS,356,67,46,32,23,24,12,12,140
Monroe Es,729,01,GEN,6,3,0,0,0,0,0,1,2
Monroe Es,729,01,CHN,4,3,0,1,0,0,0,0,0
Monroe Es,729,01,IMMS,19,2,5,4,1,2,0,0,5
Monroe Es,729,02,GEN,9,3,3,1,1,1,0,0,0
Monroe Es,729,02,CHN,3,2,1,0,0,0,0,0,0
Monroe Es,729,02,IMMS,6,1,3,2,0,0,0,0,0
Monroe Es,729,03,GEN,9,2,2,0,3,0,1,0,1
Monroe Es,729,03,CHN,4,3,0,0,0,1,0,0,0
Monroe Es,729,03,IMMS,9,1,5,3,0,0,0,0,0
Monroe Es,729,04,GEN,9,2,2,1,0,0,3,0,1
Monroe Es,729,04,CHN,6,1,1,0,0,3,0,0,1
Monroe Es,729,04,IMMS,12,2,5,2,1,2,0,0,0
Monroe Es,729,05,GEN,6,2,3,0,0,1,0,0,0
Monroe Es,729,05,CHN,6,3,0,2,1,0,0,0,0
Monroe Es,729,05,IMMS,4,2,1,1,0,0,0,0,0
Monroe Es,729,TOTAL,ALL,874,147,156,74,53,61,28,28,327
Montessori Es,814,K,GEN,491,53,24,25,27,28,26,13,295
Montessori Es,814,01,GEN,10,2,0,1,0,0,0,1,6
Montessori Es,814,02,GEN,6,1,1,0,0,0,0,1,3
Montessori Es,814,03,GEN,4,0,0,1,3,0,0,0,0
Montessori Es,814,05,GEN,2,0,2,0,0,0,0,0,0
Montessori Es,814,TOTAL,ALL,513,56,27,27,30,28,26,15,304
Moscone Es,723,K,GEN,226,14,31,7,11,7,7,6,143
Moscone Es,723,K,CHN,30,14,2,4,1,3,2,0,4
Moscone Es,723,K,SPN,119,43,20,28,8,8,2,5,5
Moscone Es,723,01,GEN,7,1,3,1,0,0,0,0,2
Moscone Es,723,01,SPN,7,5,2,0,0,0,0,0,0
Moscone Es,723,02,GEN,3,1,0,0,2,0,0,0,0
Moscone Es,723,02,SPN,1,0,1,0,0,0,0,0,0
Moscone Es,723,03,GEN,3,1,1,0,0,0,0,1,0
Moscone Es,723,03,CHN,3,1,0,0,1,0,1,0,0
Moscone Es,723,03,SPN,2,0,0,2,0,0,0,0,0
Moscone Es,723,04,GEN,3,1,2,0,0,0,0,0,0
Moscone Es,723,05,GEN,1,0,0,0,0,0,1,0,0
Moscone Es,723,05,CHN,1,0,0,0,0,0,0,0,1
Moscone Es,723,TOTAL,ALL,406,81,62,42,23,18,13,12,155
Muir Es,650,K,GEN,124,6,4,4,6,1,2,2,99
Muir Es,650,K,SPN,21,5,7,1,1,2,2,0,3
Muir Es,650,01,GEN,2,0,1,0,0,0,0,0,1
Muir Es,650,02,GEN,1,0,0,0,1,0,0,0,0
Muir Es,650,02,SPN,1,0,0,1,0,0,0,0,0
Muir Es,650,03,GEN,1,0,0,0,1,0,0,0,0
Muir Es,650,04,GEN,1,0,0,0,1,0,0,0,0
Muir Es,650,04,SPN,1,0,1,0,0,0,0,0,0
Muir Es,650,TOTAL,ALL,152,11,13,6,10,3,4,2,103
New Traditions Es,735,K,GEN,842,46,43,36,67,54,60,60,476
New Traditions Es,735,01,GEN,24,2,1,3,3,2,2,2,9
New Traditions Es,735,02,GEN,18,1,1,1,4,3,0,2,6
New Traditions Es,735,03,GEN,14,2,3,3,0,1,3,1,1
New Traditions Es,735,04,GEN,5,1,0,0,2,0,0,1,1
New Traditions Es,735,05,GEN,5,0,0,2,1,0,1,0,1
New Traditions Es,735,TOTAL,ALL,908,52,48,45,77,60,66,66,494
Noriega Tk,752,K,GEN,190,60,64,23,12,9,2,4,16
Noriega Tk,752,TOTAL,ALL,190,60,64,23,12,9,2,4,16
Ortega Es,746,K,GEN,295,14,15,17,10,12,8,9,210
Ortega Es,746,K,IMMM,339,57,30,22,11,15,16,6,182
Ortega Es,746,01,GEN,5,0,0,1,1,0,0,0,3
Ortega Es,746,01,IMMM,13,6,0,2,1,0,0,0,4
Ortega Es,746,02,GEN,5,1,0,0,2,0,1,0,1
Ortega Es,746,02,IMMM,6,3,2,0,1,0,0,0,0
Ortega Es,746,03,GEN,2,0,1,0,1,0,0,0,0
Ortega Es,746,03,IMMM,1,1,0,0,0,0,0,0,0
Ortega Es,746,04,GEN,2,1,0,0,0,0,0,0,1
Ortega Es,746,04,IMMM,1,1,0,0,0,0,0,0,0
Ortega Es,746,05,GEN,2,1,1,0,0,0,0,0,0
Ortega Es,746,05,IMMM,3,3,0,0,0,0,0,0,0
