School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Bryant Es,456,K,iGE,2,0,0,0,0,2,0,0,0
Bryant Es,456,K,INC,2,0,1,1,0,0,0,0,0
Bryant Es,456,K,iSB,2,0,1,1,0,0,0,0,0
Bryant Es,456,K,SPN,91,24,23,22,8,6,5,0,3
Bryant Es,456,01,SPN,1,0,0,0,1,0,0,0,0
Bryant Es,456,02,SPN,1,0,0,1,0,0,0,0,0
Bryant Es,456,03,SPN,1,1,0,0,0,0,0,0,0
Bryant Es,456,04,GEN,2,1,1,0,0,0,0,0,0
Bryant Es,456,TOTAL,ALL,144,39,36,30,15,11,6,1,6
Carmichael K-8,449,K,GEN,81,28,18,13,6,4,2,4,6
Carmichael K-8,449,K,FIL,17,10,4,0,1,0,1,0,1
Carmichael K-8,449,K,iGE,1,0,0,1,0,0,0,0,0
Carmichael K-8,449,02,GEN,1,1,0,0,0,0,0,0,0
Carmichael K-8,449,02,FIL,1,1,0,0,0,0,0,0,0
Carmichael K-8,449,02,SPN,1,0,1,0,0,0,0,0,0
Carmichael K-8,449,03,SPN,1,0,0,0,1,0,0,0,0
Carmichael K-8,449,04,GEN,5,1,1,2,1,0,0,0,0
Carmichael K-8,449,04,FIL,1,1,0,0,0,0,0,0,0
Carmichael K-8,449,05,GEN,4,1,3,0,0,0,0,0,0
Carmichael K-8,449,06,GEN,27,8,6,5,2,2,0,1,3
Carmichael K-8,449,07,GEN,1,0,1,0,0,0,0,0,0
Carmichael K-8,449,TOTAL,ALL,141,51,34,21,11,6,3,5,10
Carver Es,625,K,GEN,41,14,11,8,3,2,0,1,2
Carver Es,625,K,iGE,1,1,0,0,0,0,0,0,0
Carver Es,625,01,GEN,2,1,1,0,0,0,0,0,0
Carver Es,625,03,GEN,1,1,0,0,0,0,0,0,0
Carver Es,625,04,GEN,1,1,0,0,0,0,0,0,0
Carver Es,625,TOTAL,ALL,46,18,12,8,3,2,0,1,2
Chavez Es,603,K,GEN,41,5,12,5,5,2,5,1,6
Chavez Es,603,K,iGE,1,0,0,1,0,0,0,0,0
Chavez Es,603,K,INC,1,0,0,0,1,0,0,0,0
Chavez Es,603,K,iSB,1,0,0,0,1,0,0,0,0
Chavez Es,603,K,SPN,102,27,18,28,9,11,3,3,3
Chavez Es,603,01,SPN,3,2,0,0,0,1,0,0,0
Chavez Es,603,02,GEN,1,0,0,0,1,0,0,0,0
Chavez Es,603,02,SPN,2,2,0,0,0,0,0,0,0
Chavez Es,603,03,GEN,1,0,0,0,1,0,0,0,0
Chavez Es,603,03,SPN,4,0,2,2,0,0,0,0,0
Chavez Es,603,04,SPN,1,0,0,0,1,0,0,0,0
Chavez Es,603,05,SPN,2,0,0,2,0,0,0,0,0
Chavez Es,603,TOTAL,ALL,160,36,32,38,19,14,8,4,9
Chin Es,872,K,GEN,165,5,26,17,28,9,33,11,36
Chin Es,872,K,CHN,127,28,15,29,11,26,4,5,9
Chin Es,872,K,iCB,2,1,0,1,0,0,0,0,0
Chin Es,872,K,iGE,3,0,1,0,1,0,1,0,0
Chin Es,872,01,GEN,2,0,1,1,0,0,0,0,0
Chin Es,872,01,CHN,5,1,1,3,0,0,0,0,0
Chin Es,872,02,GEN,2,0,1,1,0,0,0,0,0
Chin Es,872,02,CHN,4,1,1,1,0,1,0,0,0
Chin Es,872,03,GEN,7,1,0,1,1,1,1,1,1
Chin Es,872,03,CHN,5,3,0,1,0,1,0,0,0
Chin Es,872,04,GEN,9,2,0,6,1,0,0,0,0
Chin Es,872,05,GEN,3,2,1,0,0,0,0,0,0
Chin Es,872,TOTAL,ALL,334,44,47,61,42,38,39,17,46
Chinese Immersion Es,509,K,iCN,1,0,1,0,0,0,0,0,0
Chinese Immersion Es,509,K,IMMC,290,61,54,37,33,21,16,18,50
Chinese Immersion Es,509,01,IMMC,11,3,2,2,0,1,2,0,1
Chinese Immersion Es,509,02,IMMC,2,0,2,0,0,0,0,0,0
Chinese Immersion Es,509,03,IMMC,2,0,0,0,0,0,0,0,2
Chinese Immersion Es,509,04,IMMC,2,1,1,0,0,0,0,0,0
Chinese Immersion Es,509,TOTAL,ALL,308,65,60,39,33,22,18,18,53
Clarendon Es,478,K,GEN,1202,212,212,167,153,125,98,86,149
Clarendon Es,478,K,iGE,11,2,4,2,0,1,2,0,0
Clarendon Es,478,K,iJB,6,1,2,2,0,0,0,0,1
Clarendon Es,478,K,JPN,564,131,136,65,64,34,33,27,74
Clarendon Es,478,01,GEN,103,23,34,18,11,7,3,2,5
Clarendon Es,478,01,iGE,1,1,0,0,0,0,0,0,0
Clarendon Es,478,01,JPN,42,20,11,3,3,3,0,1,1
Clarendon Es,478,02,GEN,55,14,8,15,6,6,1,2,3
Clarendon Es,478,02,JPN,21,4,10,4,1,1,1,0,0
Clarendon Es,478,03,GEN,35,4,12,7,3,4,1,2,2
Clarendon Es,478,03,JPN,8,3,1,1,0,1,2,0,0
Clarendon Es,478,04,GEN,33,8,9,7,2,5,0,0,2
Clarendon Es,478,04,JPN,16,10,4,0,1,0,1,0,0
Clarendon Es,478,05,GEN,13,2,2,4,2,0,0,1,2
Clarendon Es,478,05,JPN,1,0,1,0,0,0,0,0,0
Clarendon Es,478,TOTAL,ALL,2111,435,446,295,246,187,142,121,239
Cleveland Es,481,K,GEN,63,15,11,8,12,5,3,2,7
Cleveland Es,481,K,iGE,1,0,0,0,0,0,0,1,0
Cleveland Es,481,K,SPN,70,21,18,14,8,5,1,2,1
Cleveland Es,481,02,SPN,1,0,1,0,0,0,0,0,0
Cleveland Es,481,03,GEN,1,0,0,0,0,0,1,0,0
Cleveland Es,481,03,SPN,1,0,0,0,0,0,1,0,0
Cleveland Es,481,04,GEN,3,1,2,0,0,0,0,0,0
Cleveland Es,481,04,SPN,1,0,1,0,0,0,0,0,0
Cleveland Es,481,05,GEN,1,0,0,1,0,0,0,0,0
Cleveland Es,481,TOTAL,ALL,142,37,33,23,20,10,6,5,8
Cobb Es,525,K,GEN,56,8,11,7,10,4,3,3,10
Cobb Es,525,K,iGE,1,0,0,1,0,0,0,0,0
Cobb Es,525,01,GEN,2,0,1,0,0,0,0,0,1
Cobb Es,525,02,GEN,1,1,0,0,0,0,0,0,0
Cobb Es,525,04,GEN,1,1,0,0,0,0,0,0,0
Cobb Es,525,05,GEN,1,1,0,0,0,0,0,0,0
Cobb Es,525,TOTAL,ALL,62,11,12,8,10,4,3,3,11
Drew Es,507,K,GEN,63,26,8,13,6,3,0,3,4
Drew Es,507,K,iGE,2,1,0,1,0,0,0,0,0
Drew Es,507,01,GEN,1,0,1,0,0,0,0,0,0
Drew Es,507,TOTAL,ALL,66,27,9,14,6,3,0,3,4
El Dorado Es,521,K,GEN,55,12,18,9,8,0,1,3,4
El Dorado Es,521,K,iGE,1,0,0,0,1,0,0,0,0
El Dorado Es,521,TOTAL,ALL,56,12,18,9,9,0,1,3,4
Fairmount Es,537,K,IMMS,449,106,79,68,48,30,27,20,71
Fairmount Es,537,K,iSN,4,1,1,2,0,0,0,0,0
Fairmount Es,537,01,IMMS,25,7,7,7,2,0,0,0,2
Fairmount Es,537,02,IMMS,6,3,1,0,1,1,0,0,0
Fairmount Es,537,03,IMMS,9,2,3,0,1,3,0,0,0
Fairmount Es,537,04,IMMS,4,0,0,0,4,0,0,0,0
Fairmount Es,537,05,IMMS,3,0,0,0,2,1,0,0,0
Fairmount Es,537,TOTAL,ALL,500,119,91,77,58,35,27,20,73
Feinstein Es,539,K,GEN,610,79,42,55,73,60,53,51,197
Feinstein Es,539,K,iGE,5,0,2,0,0,2,0,0,1
Feinstein Es,539,01,GEN,39,3,5,4,5,4,3,5,10
Feinstein Es,539,02,GEN,27,5,1,3,6,3,3,3,3
Feinstein Es,539,03,GEN,14,1,1,4,2,1,1,1,3
Feinstein Es,539,04,GEN,13,1,0,3,0,3,3,1,2
Feinstein Es,539,05,GEN,9,0,1,2,1,3,1,1,0
Feinstein Es,539,TOTAL,ALL,717,89,52,71,87,76,64,62,216
Flynn Es,680,K,GEN,87,13,12,8,12,10,3,2,27
Flynn Es,680,K,iGE,2,0,1,0,0,1,0,0,0
Flynn Es,680,K,IMMS,215,41,30,39,28,13,11,12,41
Flynn Es,680,K,iSN,4,0,0,3,1,0,0,0,0
Flynn Es,680,01,GEN,1,0,0,1,0,0,0,0,0
Flynn Es,680,01,IMMS,13,7,2,1,2,0,1,0,0
Flynn Es,680,02,GEN,1,0,0,1,0,0,0,0,0
Flynn Es,680,02,IMMS,4,3,0,0,0,0,1,0,0
Flynn Es,680,03,GEN,4,1,1,1,0,0,0,1,0
Flynn Es,680,03,IMMS,5,1,0,0,2,2,0,0,0
Flynn Es,680,04,GEN,1,1,0,0,0,0,0,0,0
Flynn Es,680,04,IMMS,3,1,0,0,0,1,1,0,0
Flynn Es,680,05,IMMS,2,0,0,0,1,1,0,0,0
Flynn Es,680,TOTAL,ALL,342,68,46,54,46,28,17,15,68
Garfield Es,562,K,GEN,90,4,5,15,9,15,9,5,28
Garfield Es,562,K,iCN,1,0,0,1,0,0,0,0,0
Garfield Es,562,K,iGE,3,1,1,0,0,0,1,0,0
Garfield Es,562,K,IMMC,77,5,10,7,8,8,9,8,22
Garfield Es,562,01,GEN,1,0,1,0,0,0,0,0,0
Garfield Es,562,02,GEN,2,0,0,0,0,1,0,1,0
Garfield Es,562,02,CHN,1,0,0,0,1,0,0,0,0
Garfield Es,562,03,GEN,6,0,1,0,2,2,0,0,1
Garfield Es,562,03,CHN,3,1,0,0,1,1,0,0,0
Garfield Es,562,04,GEN,5,0,1,1,0,1,0,2,0
Garfield Es,562,05,GEN,2,1,0,1,0,0,0,0,0
Garfield Es,562,TOTAL,ALL,191,12,19,25,21,28,19,16,51
Glen Park Es,575,K,GEN,203,24,15,16,16,10,20,15,87
Glen Park Es,575,K,iGE,4,1,0,2,0,0,0,0,1
Glen Park Es,575,K,INC,2,0,1,1,0,0,0,0,0
Glen Park Es,575,K,iSB,2,0,1,1,0,0,0,0,0
Glen Park Es,575,K,SPN,50,5,17,8,6,7,1,5,1
Glen Park Es,575,01,GEN,9,4,2,0,1,0,0,1,1
Glen Park Es,575,02,GEN,2,0,1,0,0,0,1,0,0
Glen Park Es,575,03,GEN,3,1,0,0,1,0,0,0,1
Glen Park Es,575,04,GEN,4,2,0,0,0,0,2,0,0
Glen Park Es,575,05,GEN,3,1,1,0,0,0,0,0,1
Glen Park Es,575,TOTAL,ALL,282,38,38,28,24,17,24,21,92
Grattan Es,589,K,GEN,804,110,88,103,107,88,84,63,161
Grattan Es,589,K,iGE,14,2,3,0,2,1,5,0,1
Grattan Es,589,01,GEN,45,13,3,8,5,4,6,2,4
Grattan Es,589,02,GEN,26,5,4,4,6,1,1,1,4
Grattan Es,589,03,GEN,18,1,5,2,0,2,5,2,1
Grattan Es,589,04,GEN,14,4,0,3,2,0,3,2,0
Grattan Es,589,05,GEN,5,0,1,0,0,0,3,1,0
Grattan Es,589,TOTAL,ALL,926,135,104,120,122,96,107,71,171
Guadalupe Es,593,K,GEN,86,28,18,20,6,4,3,0,7
Guadalupe Es,593,K,iGE,2,0,0,0,1,0,0,1,0
Guadalupe Es,593,K,INC,1,0,0,1,0,0,0,0,0
Guadalupe Es,593,K,iSB,1,0,0,1,0,0,0,0,0
Guadalupe Es,593,K,SPN,55,23,13,8,6,3,0,0,2
Guadalupe Es,593,01,GEN,4,2,1,0,0,0,0,1,0
Guadalupe Es,593,02,GEN,1,0,0,0,0,0,0,0,1
Guadalupe Es,593,02,SPN,1,0,0,0,1,0,0,0,0
Guadalupe Es,593,03,GEN,3,1,0,0,1,0,1,0,0
Guadalupe Es,593,03,SPN,1,0,0,1,0,0,0,0,0
Guadalupe Es,593,04,GEN,2,1,1,0,0,0,0,0,0
Guadalupe Es,593,TOTAL,ALL,157,55,33,31,15,7,4,2,10
Harte Es,453,K,GEN,28,8,7,5,0,2,3,0,3
Harte Es,453,K,iGE,1,0,0,1,0,0,0,0,0
Harte Es,453,K,IMMS,25,11,5,2,0,2,1,0,4
Harte Es,453,01,IMMS,1,0,0,0,0,0,0,1,0
Harte Es,453,TOTAL,ALL,55,19,12,8,0,4,4,1,7
Hillcrest Es,614,K,GEN,114,17,20,9,23,8,9,10,18
Hillcrest Es,614,K,CHN,42,4,5,14,6,5,3,4,1
Hillcrest Es,614,K,iCB,1,0,0,0,1,0,0,0,0
Hillcrest Es,614,K,iGE,4,1,1,0,0,1,0,0,1
Hillcrest Es,614,K,INC,2,1,0,1,0,0,0,0,0
Hillcrest Es,614,K,iSB,2,1,0,1,0,0,0,0,0
Hillcrest Es,614,K,SPN,65,14,11,16,11,9,1,1,2
Hillcrest Es,614,01,GEN,5,0,2,0,3,0,0,0,0
Hillcrest Es,614,01,CHN,3,1,1,1,0,0,0,0,0
Hillcrest Es,614,01,SPN,1,0,1,0,0,0,0,0,0
Hillcrest Es,614,02,GEN,4,2,2,0,0,0,0,0,0
Hillcrest Es,614,02,CHN,4,0,1,2,0,0,0,0,1
Hillcrest Es,614,02,SPN,5,3,1,1,0,0,0,0,0
Hillcrest Es,614,03,GEN,4,1,0,0,1,0,1,0,1
Hillcrest Es,614,03,CHN,1,0,0,0,0,1,0,0,0
Hillcrest Es,614,04,GEN,5,2,3,0,0,0,0,0,0
Hillcrest Es,614,04,SPN,1,0,1,0,0,0,0,0,0
Hillcrest Es,614,05,GEN,3,0,1,1,0,1,0,0,0
Hillcrest Es,614,TOTAL,ALL,266,47,50,46,45,25,14,15,24
Jefferson Es,644,K,GEN,614,42,43,76,56,64,59,60,214
Jefferson Es,644,K,iGE,6,0,0,0,1,1,1,1,2
Jefferson Es,644,01,GEN,34,1,3,3,4,4,2,4,13
Jefferson Es,644,01,iGE,1,0,0,0,0,0,0,1,0
Jefferson Es,644,02,GEN,17,0,2,1,0,4,1,4,5
Jefferson Es,644,03,GEN,10,0,1,1,0,1,0,3,4
Jefferson Es,644,04,GEN,10,1,0,0,2,2,1,0,4
Jefferson Es,644,05,GEN,6,0,1,3,0,1,1,0,0
Jefferson Es,644,TOTAL,ALL,698,44,50,84,63,77,65,73,242
Key Es,544,K,GEN,335,51,32,26,28,37,19,24,118
Key Es,544,K,iGE,7,1,0,2,1,2,0,0,1
Key Es,544,01,GEN,9,1,1,1,0,1,0,1,4
Key Es,544,02,GEN,7,2,1,3,0,0,0,1,0
Key Es,544,03,GEN,4,0,1,1,1,0,0,0,1
Key Es,544,04,GEN,6,1,2,0,0,0,1,1,1
Key Es,544,05,GEN,3,1,0,0,1,1,0,0,0
Key Es,544,TOTAL,ALL,371,57,37,33,31,41,20,27,125
Lafayette Es,664,K,GEN,359,60,31,43,39,32,30,27,97
Lafayette Es,664,K,iGE,5,1,0,0,2,0,1,0,1
Lafayette Es,664,01,GEN,19,1,1,1,3,5,2,3,3
Lafayette Es,664,01,iGE,1,0,0,0,0,0,0,0,1
Lafayette Es,664,02,GEN,10,4,2,0,1,1,1,0,1
Lafayette Es,664,03,GEN,11,1,0,0,3,4,0,2,1
Lafayette Es,664,04,GEN,8,2,1,0,2,1,1,1,0
Lafayette Es,664,05,GEN,2,1,0,0,0,0,0,0,1
Lafayette Es,664,TOTAL,ALL,415,70,35,44,50,43,35,33,105
Lakeshore Es,670,K,GEN,281,32,32,26,25,34,13,22,97
Lakeshore Es,670,K,iGE,5,1,1,0,0,2,1,0,0
Lakeshore Es,670,01,GEN,15,0,3,0,3,0,2,1,6
Lakeshore Es,670,02,GEN,16,3,2,2,1,2,2,0,4
Lakeshore Es,670,03,GEN,5,1,1,0,0,0,1,0,2
Lakeshore Es,670,04,GEN,7,1,3,2,1,0,0,0,0
Lakeshore Es,670,05,GEN,1,0,0,0,0,0,0,1,0
Lakeshore Es,670,TOTAL,ALL,330,38,42,30,30,38,19,24,109
Lau Es,490,K,GEN,166,19,55,11,25,10,18,10,18
Lau Es,490,K,CHN,159,66,18,25,11,13,11,7,8
Lau Es,490,K,iCB,3,0,1,0,2,0,0,0,0
Lau Es,490,K,iGE,1,0,0,0,0,1,0,0,0
Lau Es,490,01,GEN,1,0,0,0,0,0,0,0,1
Lau Es,490,01,CHN,4,2,1,0,0,0,0,0,1
Lau Es,490,02,GEN,1,0,1,0,0,0,0,0,0
Lau Es,490,02,CHN,4,3,1,0,0,0,0,0,0
Lau Es,490,03,GEN,6,0,3,0,0,0,2,0,1
Lau Es,490,03,CHN,9,6,0,2,0,0,0,1,0
Lau Es,490,04,GEN,11,2,5,1,2,0,0,1,0
Lau Es,490,04,CHN,10,6,1,1,2,0,0,0,0
Lau Es,490,05,GEN,5,1,1,2,0,0,1,0,0
Lau Es,490,05,CHN,4,1,3,0,0,0,0,0,0
Lau Es,490,TOTAL,ALL,384,106,90,42,42,24,32,19,29
Lawton K-8,676,K,GEN,864,151,147,111,110,72,57,47,169
Lawton K-8,676,K,iGE,4,0,1,0,0,0,1,1,1
Lawton K-8,676,01,GEN,77,22,15,11,8,2,7,3,9
Lawton K-8,676,01,iGE,1,0,0,0,0,1,0,0,0
Lawton K-8,676,02,GEN,40,16,7,6,3,2,3,1,2
Lawton K-8,676,03,GEN,50,20,10,9,6,3,1,1,0
Lawton K-8,676,04,GEN,35,15,9,2,1,2,1,4,1
Lawton K-8,676,05,GEN,31,14,10,4,2,0,0,0,1
Lawton K-8,676,06,GEN,304,24,72,77,58,34,17,13,9
Lawton K-8,676,06,iGE,12,3,2,1,3,2,0,0,1
Lawton K-8,676,07,GEN,28,5,7,6,5,4,1,0,0
Lawton K-8,676,08,GEN,5,2,0,2,0,1,0,0,0
Lawton K-8,676,TOTAL,ALL,1451,272,280,229,196,123,88,70,193
Lilienthal K-8,479,K,GEN,773,159,166,92,72,63,54,41,126
Lilienthal K-8,479,K,iGE,12,4,1,1,0,0,1,2,3
Lilienthal K-8,479,K,IMMK,155,55,19,16,11,11,6,8,29
Lilienthal K-8,479,01,GEN,48,5,15,9,3,2,5,0,9
Lilienthal K-8,479,01,IMMK,4,1,0,1,0,0,1,0,1
Lilienthal K-8,479,02,GEN,39,11,12,3,6,5,2,0,0
Lilienthal K-8,479,03,GEN,35,18,8,3,3,1,0,0,2
Lilienthal K-8,479,04,GEN,31,15,6,5,1,0,2,2,0
Lilienthal K-8,479,05,GEN,17,10,5,1,0,1,0,0,0
Lilienthal K-8,479,06,GEN,153,23,30,30,23,18,11,9,9
Lilienthal K-8,479,06,iGE,9,4,0,0,2,1,0,2,0
Lilienthal K-8,479,07,GEN,10,3,3,1,0,0,1,1,1
Lilienthal K-8,479,07,iGE,1,1,0,0,0,0,0,0,0
Lilienthal K-8,479,08,GEN,2,0,2,0,0,0,0,0,0
Lilienthal K-8,479,TOTAL,ALL,1289,309,267,162,121,102,83,65,180
Longfellow Es,691,K,GEN,111,41,21,8,9,12,7,3,10
Longfellow Es,691,K,FIL,10,6,1,3,0,0,0,0,0
Longfellow Es,691,K,iGE,1,0,0,0,0,0,0,0,1
Longfellow Es,691,K,SPN,48,18,12,7,3,4,1,2,1
Longfellow Es,691,01,GEN,10,6,3,1,0,0,0,0,0
Longfellow Es,691,01,SPN,2,1,1,0,0,0,0,0,0
Longfellow Es,691,02,GEN,2,1,0,0,0,0,0,0,1
Longfellow Es,691,02,SPN,1,0,0,0,0,0,1,0,0
Longfellow Es,691,03,GEN,3,1,1,1,0,0,0,0,0
Longfellow Es,691,03,SPN,1,1,0,0,0,0,0,0,0
Longfellow Es,691,04,GEN,2,1,0,1,0,0,0,0,0
Longfellow Es,691,TOTAL,ALL,191,76,39,21,12,16,9,5,13
Malcolm X Es,830,K,GEN,18,7,4,1,1,2,0,0,3
Malcolm X Es,830,K,iGE,2,1,1,0,0,0,0,0,0
Malcolm X Es,830,04,GEN,3,3,0,0,0,0,0,0,0
Malcolm X Es,830,TOTAL,ALL,23,11,5,1,1,2,0,0,3
Marshall Es,714,K,IMMS,180,54,26,24,16,14,12,5,29
Marshall Es,714,K,iSN,2,0,1,0,0,1,0,0,0
Marshall Es,714,01,IMMS,6,3,1,1,0,1,0,0,0
Marshall Es,714,02,IMMS,7,4,1,1,0,1,0,0,0
Marshall Es,714,03,IMMS,6,5,0,1,0,0,0,0,0
Marshall Es,714,04,IMMS,1,0,0,0,0,1,0,0,0
Marshall Es,714,05,IMMS,4,0,1,3,0,0,0,0,0
Marshall Es,714,TOTAL,ALL,206,66,30,30,16,18,12,5,29
McCoppin Es,549,K,GEN,116,9,5,8,14,12,14,10,44
McCoppin Es,549,K,CHN,33,2,3,7,2,2,4,5,8
McCoppin Es,549,K,iGE,1,0,1,0,0,0,0,0,0
McCoppin Es,549,01,GEN,3,0,0,2,0,0,0,0,1
McCoppin Es,549,01,CHN,2,0,0,0,2,0,0,0,0
McCoppin Es,549,02,GEN,1,0,0,0,0,0,0,1,0
McCoppin Es,549,02,CHN,1,0,0,0,0,0,0,0,1
McCoppin Es,549,03,GEN,4,0,1,0,0,0,1,0,2
McCoppin Es,549,03,CHN,1,0,0,0,0,0,0,0,1
McCoppin Es,549,04,GEN,3,0,1,1,0,0,1,0,0
McCoppin Es,549,05,GEN,2,1,1,0,0,0,0,0,0
McCoppin Es,549,TOTAL,ALL,167,12,12,18,18,14,20,16,57
McKinley Es,718,K,GEN,523,54,55,60,43,56,53,43,159
McKinley Es,718,K,iGE,7,1,2,0,2,0,0,1,1
McKinley Es,718,01,GEN,25,4,2,2,3,3,4,4,3
McKinley Es,718,02,GEN,11,1,2,1,2,3,1,0,1
McKinley Es,718,03,GEN,7,1,1,2,2,0,1,0,0
McKinley Es,718,04,GEN,4,0,1,0,0,1,1,0,1
McKinley Es,718,05,GEN,1,0,0,1,0,0,0,0,0
McKinley Es,718,TOTAL,ALL,578,61,63,66,52,63,60,48,165
Milk Es,505,K,GEN,247,23,12,20,19,26,20,16,111
Milk Es,505,K,iGE,8,1,1,1,1,1,1,0,2
Milk Es,505,01,GEN,7,1,1,2,1,1,0,0,1
Milk Es,505,02,GEN,7,2,0,0,0,0,2,1,2
Milk Es,505,03,GEN,6,1,1,0,1,0,0,2,1
Milk Es,505,04,GEN,3,0,0,0,0,1,0,1,1
Milk Es,505,05,GEN,1,0,0,0,0,0,0,1,0
Milk Es,505,TOTAL,ALL,279,28,15,23,22,29,23,21,118
Miraloma Es,722,K,GEN,661,93,66,68,80,83,59,53,159
Miraloma Es,722,K,iGE,16,4,3,4,0,3,0,1,1
Miraloma Es,722,01,GEN,41,8,2,5,10,10,0,1,5
Miraloma Es,722,01,iGE,1,0,0,0,0,0,0,0,1
Miraloma Es,722,02,GEN,22,3,4,2,2,3,2,1,5
Miraloma Es,722,03,GEN,10,1,1,1,1,2,2,1,1
Miraloma Es,722,04,GEN,16,4,1,3,3,3,1,0,1
Miraloma Es,722,05,GEN,3,1,0,0,0,1,0,0,1
Miraloma Es,722,TOTAL,ALL,770,114,77,83,96,105,64,57,174
Mission Ed Ctr Es,724,K,NEWS,3,1,1,0,0,0,0,0,1
Mission Ed Ctr Es,724,03,NEWS,1,0,0,1,0,0,0,0,0
Mission Ed Ctr Es,724,TOTAL,ALL,4,1,1,1,0,0,0,0,1
Monroe Es,729,K,GEN,169,17,54,22,11,11,19,8,27
Monroe Es,729,K,CHN,69,20,3,6,6,15,3,6,10
Monroe Es,729,K,iCB,1,0,0,1,0,0,0,0,0
Monroe Es,729,K,IMMS,245,65,38,43,31,19,9,9,31
Monroe Es,729,K,iSN,1,0,1,0,0,0,0,0,0
Monroe Es,729,01,GEN,10,5,4,0,0,1,0,0,0
Monroe Es,729,01,CHN,6,3,2,1,0,0,0,0,0
Monroe Es,729,01,IMMS,13,11,0,1,0,1,0,0,0
Monroe Es,729,02,GEN,6,0,1,2,1,0,1,0,1
Monroe Es,729,02,CHN,2,0,1,0,1,0,0,0,0
Monroe Es,729,02,IMMS,3,1,0,2,0,0,0,0,0
Monroe Es,729,03,GEN,10,5,2,1,1,0,0,0,1
Monroe Es,729,03,CHN,3,1,0,1,0,0,0,1,0
Monroe Es,729,03,IMMS,3,1,1,0,0,0,1,0,0
Monroe Es,729,04,GEN,6,3,2,1,0,0,0,0,0
Monroe Es,729,04,CHN,1,0,0,1,0,0,0,0,0
Monroe Es,729,04,IMMS,8,3,1,4,0,0,0,0,0
Monroe Es,729,05,GEN,4,1,0,0,2,1,0,0,0
Monroe Es,729,05,CHN,2,1,0,0,1,0,0,0,0
Monroe Es,729,05,IMMS,1,0,0,0,0,0,1,0,0
Monroe Es,729,TOTAL,ALL,563,137,110,86,54,48,34,24,70
Montessori Es,814,K,GEN,170,29,19,24,23,15,12,9,39
Montessori Es,814,K,iGE,1,0,0,0,0,0,1,0,0
Montessori Es,814,01,GEN,3,0,1,0,1,0,1,0,0
Montessori Es,814,02,GEN,2,1,0,0,0,0,1,0,0
Montessori Es,814,03,GEN,4,1,2,0,0,0,1,0,0
Montessori Es,814,04,GEN,1,0,0,0,0,0,1,0,0
Montessori Es,814,TOTAL,ALL,181,31,22,24,24,15,17,9,39
Moscone Es,723,K,GEN,118,26,19,11,16,14,5,7,20
Moscone Es,723,K,CHN,24,8,1,5,2,0,1,3,4
Moscone Es,723,K,iCB,1,1,0,0,0,0,0,0,0
