School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Longfellow Es,691,K,SPN,42,21.0,4.0,5.0,8.0,0.0,1.0,0.0,3.0
Longfellow Es,691,01,GEN,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Longfellow Es,691,01,FIL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Longfellow Es,691,01,SPN,4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Longfellow Es,691,02,GEN,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Longfellow Es,691,02,SPN,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Longfellow Es,691,03,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Longfellow Es,691,03,SPN,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Longfellow Es,691,04,GEN,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Longfellow Es,691,04,SPN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Longfellow Es,691,05,GEN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Longfellow Es,691,05,SPN,3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Longfellow Es,691,TOTAL,ALL,297,57.0,28.0,11.0,17.0,7.0,4.0,4.0,169.0
Malcolm X Es,830,K,GEN,82,7.0,3.0,1.0,1.0,0.0,0.0,0.0,70.0
Malcolm X Es,830,TOTAL,ALL,82,7.0,3.0,1.0,1.0,0.0,0.0,0.0,70.0
Marshall Es,714,K,IMMS,386,59.0,29.0,24.0,19.0,7.0,6.0,11.0,231.0
Marshall Es,714,01,IMMS,18,5.0,0.0,2.0,2.0,0.0,1.0,0.0,8.0
Marshall Es,714,02,IMMS,6,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Marshall Es,714,03,IMMS,15,5.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0
Marshall Es,714,04,IMMS,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Marshall Es,714,05,IMMS,8,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
Marshall Es,714,TOTAL,ALL,437,76.0,39.0,31.0,27.0,7.0,7.0,11.0,239.0
McCoppin Es,549,K,GEN,580,14.0,6.0,12.0,8.0,14.0,9.0,19.0,498.0
McCoppin Es,549,01,GEN,8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0
McCoppin Es,549,02,GEN,11,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0
McCoppin Es,549,03,GEN,10,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0
McCoppin Es,549,04,GEN,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
McCoppin Es,549,05,GEN,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
McCoppin Es,549,TOTAL,ALL,616,15.0,7.0,12.0,11.0,15.0,13.0,23.0,520.0
McCoppin Es,549,555,Franklin,100,94102.0,,,,,,,
McKinley Es,718,K,GEN,1111,86.0,58.0,88.0,72.0,79.0,64.0,73.0,591.0
McKinley Es,718,01,GEN,59,9.0,5.0,6.0,4.0,9.0,5.0,8.0,13.0
McKinley Es,718,02,GEN,30,0.0,4.0,5.0,6.0,2.0,4.0,2.0,7.0
McKinley Es,718,03,GEN,19,0.0,1.0,1.0,5.0,2.0,1.0,3.0,6.0
McKinley Es,718,04,GEN,23,3.0,3.0,2.0,4.0,1.0,2.0,0.0,8.0
McKinley Es,718,05,GEN,7,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0
McKinley Es,718,TOTAL,ALL,1249,98.0,71.0,105.0,91.0,94.0,78.0,87.0,625.0
McLaren Tk,704,TK,GEN,69,17.0,9.0,7.0,6.0,5.0,7.0,2.0,16.0
McLaren Tk,704,TOTAL,ALL,69,17.0,9.0,7.0,6.0,5.0,7.0,2.0,16.0
Milk Es,505,K,GEN,596,34.0,23.0,27.0,25.0,22.0,29.0,18.0,418.0
Milk Es,505,01,GEN,25,4.0,2.0,1.0,3.0,2.0,0.0,4.0,9.0
Milk Es,505,02,GEN,9,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0
Milk Es,505,03,GEN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Milk Es,505,04,GEN,8,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0
Milk Es,505,05,GEN,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Milk Es,505,TOTAL,ALL,642,40.0,27.0,28.0,32.0,25.0,30.0,23.0,437.0
Miraloma Es,722,K,GEN,1125,93.0,79.0,77.0,81.0,90.0,75.0,59.0,571.0
Miraloma Es,722,01,GEN,55,7.0,1.0,5.0,7.0,7.0,11.0,5.0,12.0
Miraloma Es,722,02,GEN,35,3.0,3.0,4.0,5.0,6.0,2.0,2.0,10.0
Miraloma Es,722,03,GEN,23,3.0,1.0,1.0,2.0,4.0,4.0,2.0,6.0
Miraloma Es,722,04,GEN,21,1.0,5.0,3.0,0.0,4.0,2.0,2.0,4.0
Miraloma Es,722,05,GEN,7,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0
Miraloma Es,722,TOTAL,ALL,1266,107.0,90.0,91.0,96.0,113.0,94.0,70.0,605.0
Mission Ed Ctr Es,724,K,NEWS,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mission Ed Ctr Es,724,TOTAL,ALL,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mission Ed Ctr Es,724,555,Franklin,100,94102.0,,,,,,,
Monroe Es,729,K,GEN,401,27.0,66.0,21.0,23.0,15.0,6.0,4.0,239.0
Monroe Es,729,K,CHN,103,42.0,15.0,17.0,4.0,4.0,6.0,2.0,13.0
Monroe Es,729,K,IMMS,344,55.0,42.0,27.0,20.0,15.0,12.0,5.0,168.0
Monroe Es,729,01,GEN,12,3.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0
Monroe Es,729,01,CHN,5,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Monroe Es,729,01,IMMS,13,7.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
Monroe Es,729,02,GEN,25,10.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0
Monroe Es,729,02,CHN,7,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
Monroe Es,729,02,IMMS,9,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Monroe Es,729,03,GEN,7,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
Monroe Es,729,03,CHN,5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Monroe Es,729,03,IMMS,9,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
Monroe Es,729,04,GEN,7,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0
Monroe Es,729,04,CHN,6,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
Monroe Es,729,04,IMMS,6,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Monroe Es,729,05,GEN,6,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
Monroe Es,729,05,CHN,5,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Monroe Es,729,05,IMMS,9,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
Monroe Es,729,TOTAL,ALL,979,177.0,139.0,81.0,60.0,47.0,30.0,16.0,429.0
Montessori Es,814,K,GEN,766,40.0,41.0,32.0,43.0,33.0,34.0,33.0,510.0
Montessori Es,814,01,GEN,22,1.0,2.0,0.0,1.0,0.0,0.0,4.0,14.0
Montessori Es,814,02,GEN,13,2.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0
Montessori Es,814,03,GEN,11,2.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0
Montessori Es,814,04,GEN,10,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
Montessori Es,814,05,GEN,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Montessori Es,814,TOTAL,ALL,824,45.0,46.0,33.0,48.0,35.0,39.0,38.0,540.0
Moscone Es,723,K,GEN,262,13.0,25.0,5.0,6.0,9.0,8.0,8.0,188.0
Moscone Es,723,K,CHN,40,13.0,6.0,4.0,3.0,3.0,2.0,2.0,7.0
Moscone Es,723,K,SPN,116,41.0,26.0,22.0,7.0,6.0,4.0,1.0,9.0
Moscone Es,723,01,GEN,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Moscone Es,723,01,SPN,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Moscone Es,723,02,GEN,10,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0
Moscone Es,723,02,CHN,5,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Moscone Es,723,02,SPN,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Moscone Es,723,03,GEN,5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Moscone Es,723,03,CHN,4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Moscone Es,723,03,SPN,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Moscone Es,723,04,GEN,5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
Moscone Es,723,04,CHN,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Moscone Es,723,04,SPN,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Moscone Es,723,05,GEN,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Moscone Es,723,05,CHN,3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Moscone Es,723,05,SPN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Moscone Es,723,TOTAL,ALL,471,77.0,69.0,35.0,22.0,20.0,17.0,14.0,217.0
Moscone Es,723,555,Franklin,100,94102.0,,,,,,,
Muir Es,650,K,GEN,152,3.0,10.0,7.0,5.0,3.0,2.0,2.0,120.0
Muir Es,650,K,SPN,12,5.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0
Muir Es,650,01,GEN,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Muir Es,650,02,GEN,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Muir Es,650,03,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Muir Es,650,04,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Muir Es,650,TOTAL,ALL,171,9.0,10.0,9.0,5.0,4.0,2.0,2.0,130.0
New Traditions Es,735,K,GEN,978,78.0,56.0,53.0,67.0,64.0,53.0,61.0,546.0
New Traditions Es,735,01,GEN,37,3.0,4.0,3.0,5.0,3.0,3.0,0.0,16.0
New Traditions Es,735,02,GEN,27,1.0,3.0,2.0,3.0,4.0,1.0,3.0,10.0
New Traditions Es,735,03,GEN,16,0.0,1.0,2.0,2.0,4.0,1.0,0.0,6.0
New Traditions Es,735,04,GEN,17,1.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0
New Traditions Es,735,05,GEN,5,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
New Traditions Es,735,TOTAL,ALL,1080,83.0,68.0,64.0,81.0,78.0,59.0,66.0,581.0
Noriega Tk,752,TK,GEN,235,132.0,29.0,24.0,19.0,11.0,8.0,5.0,7.0
Noriega Tk,752,TOTAL,ALL,235,132.0,29.0,24.0,19.0,11.0,8.0,5.0,7.0
Ortega Es,746,K,GEN,463,23.0,29.0,10.0,17.0,5.0,7.0,6.0,366.0
Ortega Es,746,K,IMMM,412,60.0,29.0,15.0,19.0,12.0,18.0,11.0,248.0
Ortega Es,746,01,GEN,28,5.0,6.0,0.0,2.0,2.0,0.0,3.0,10.0
Ortega Es,746,01,IMMM,22,11.0,0.0,2.0,2.0,0.0,1.0,0.0,6.0
Ortega Es,746,02,GEN,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0
Ortega Es,746,02,IMMM,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Ortega Es,746,03,GEN,8,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0
Ortega Es,746,03,IMMM,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Ortega Es,746,04,GEN,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0
Ortega Es,746,04,IMMM,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ortega Es,746,05,GEN,4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ortega Es,746,05,IMMM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ortega Es,746,TOTAL,ALL,962,107.0,68.0,29.0,42.0,21.0,28.0,21.0,646.0
Ortega Es,746,555,Franklin,100,94102.0,,,,,,,
Parker Es,638,K,GEN,279,8.0,15.0,13.0,19.0,16.0,22.0,9.0,177.0
Parker Es,638,K,CHN,106,12.0,22.0,28.0,10.0,17.0,2.0,7.0,8.0
Parker Es,638,01,GEN,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Parker Es,638,02,GEN,14,1.0,2.0,4.0,2.0,0.0,2.0,0.0,3.0
Parker Es,638,02,CHN,11,3.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0
Parker Es,638,03,GEN,6,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0
Parker Es,638,03,CHN,8,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0
Parker Es,638,04,GEN,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Parker Es,638,04,CHN,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Parker Es,638,05,GEN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Parker Es,638,05,CHN,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Parker Es,638,TOTAL,ALL,438,26.0,43.0,52.0,38.0,38.0,28.0,18.0,195.0
Parks Es,786,K,GEN,398,21.0,13.0,13.0,14.0,14.0,7.0,4.0,312.0
Parks Es,786,K,JPN,299,47.0,11.0,10.0,6.0,5.0,4.0,4.0,212.0
Parks Es,786,K,MM,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Parks Es,786,01,GEN,9,0.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0
Parks Es,786,01,JPN,7,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Parks Es,786,02,GEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Parks Es,786,02,JPN,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Parks Es,786,03,GEN,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Parks Es,786,04,GEN,5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
Parks Es,786,04,JPN,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Parks Es,786,TOTAL,ALL,733,75.0,31.0,25.0,21.0,22.0,11.0,9.0,539.0
Peabody Es,569,K,GEN,1261,153.0,132.0,139.0,104.0,82.0,63.0,55.0,533.0
Peabody Es,569,K,MM,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Peabody Es,569,01,GEN,53,12.0,7.0,7.0,1.0,4.0,3.0,4.0,15.0
Peabody Es,569,01,MM,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peabody Es,569,02,GEN,35,11.0,2.0,5.0,3.0,0.0,7.0,3.0,4.0
Peabody Es,569,03,GEN,26,6.0,1.0,1.0,2.0,5.0,1.0,3.0,7.0
Peabody Es,569,04,GEN,24,4.0,5.0,1.0,1.0,3.0,4.0,0.0,6.0
Peabody Es,569,05,GEN,8,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
Peabody Es,569,TOTAL,ALL,1415,194.0,150.0,155.0,112.0,94.0,80.0,65.0,565.0
Presidio Tk,875,TK,GEN,169,25.0,44.0,57.0,17.0,8.0,8.0,4.0,6.0
Presidio Tk,875,TOTAL,ALL,169,25.0,44.0,57.0,17.0,8.0,8.0,4.0,6.0
Presidio Tk,875,555,Franklin,100,94102.0,,,,,,,
Redding Es,790,K,GEN,241,19.0,14.0,13.0,7.0,5.0,6.0,2.0,175.0
Redding Es,790,01,GEN,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
Redding Es,790,02,GEN,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Redding Es,790,03,GEN,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Redding Es,790,04,GEN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Redding Es,790,TOTAL,ALL,253,22.0,16.0,13.0,7.0,5.0,6.0,2.0,182.0
Redding Tk,890,TK,GEN,92,17.0,14.0,11.0,11.0,11.0,3.0,7.0,18.0
Redding Tk,890,TOTAL,ALL,92,17.0,14.0,11.0,11.0,11.0,3.0,7.0,18.0
Revere K-8,760,K,GEN,148,8.0,7.0,11.0,4.0,4.0,1.0,1.0,112.0
Revere K-8,760,K,IMMS,163,21.0,8.0,9.0,9.0,6.0,5.0,7.0,98.0
Revere K-8,760,K,MM,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Revere K-8,760,01,GEN,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Revere K-8,760,01,IMMS,12,2.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0
Revere K-8,760,02,GEN,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Revere K-8,760,02,IMMS,3,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Revere K-8,760,03,GEN,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Revere K-8,760,03,IMMS,6,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Revere K-8,760,04,GEN,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Revere K-8,760,04,IMMS,5,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
Revere K-8,760,05,GEN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revere K-8,760,05,IMMS,10,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
Revere K-8,760,06,GEN,28,2.0,9.0,8.0,3.0,1.0,0.0,0.0,5.0
Revere K-8,760,06,IMMS,18,5.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0
Revere K-8,760,07,GEN,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Revere K-8,760,TOTAL,ALL,411,49.0,43.0,34.0,28.0,15.0,8.0,9.0,225.0
Rodriguez Tk,895,TK,GEN,107,17.0,27.0,14.0,12.0,10.0,8.0,6.0,13.0
Rodriguez Tk,895,TOTAL,ALL,107,17.0,27.0,14.0,12.0,10.0,8.0,6.0,13.0
Rooftop K-8,796,K,GEN,1447,150.0,119.0,130.0,117.0,126.0,108.0,124.0,573.0
Rooftop K-8,796,01,GEN,94,22.0,16.0,8.0,6.0,14.0,8.0,6.0,14.0
Rooftop K-8,796,02,GEN,48,13.0,5.0,7.0,5.0,8.0,1.0,3.0,6.0
Rooftop K-8,796,03,GEN,30,7.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0
Rooftop K-8,796,04,GEN,44,14.0,7.0,5.0,7.0,4.0,4.0,1.0,2.0
Rooftop K-8,796,05,GEN,26,14.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0
Rooftop K-8,796,06,GEN,312,50.0,61.0,64.0,55.0,39.0,21.0,9.0,13.0
Rooftop K-8,796,07,GEN,18,2.0,6.0,4.0,2.0,3.0,0.0,1.0,0.0
Rooftop K-8,796,08,GEN,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Rooftop K-8,796,TOTAL,ALL,2023,273.0,221.0,226.0,198.0,201.0,145.0,147.0,612.0
Rooftop K-8,796,555,Franklin,100,94102.0,,,,,,,
S F Community K-8,493,K,GEN,343,30.0,13.0,26.0,9.0,15.0,10.0,6.0,234.0
S F Community K-8,493,01,GEN,13,1.0,1.0,1.0,1.0,0.0,2.0,0.0,7.0
S F Community K-8,493,02,GEN,11,0.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0
S F Community K-8,493,03,GEN,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
S F Community K-8,493,04,GEN,8,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0
S F Community K-8,493,05,GEN,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
S F Community K-8,493,06,GEN,76,17.0,19.0,19.0,8.0,3.0,3.0,1.0,6.0
S F Community K-8,493,07,GEN,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S F Community K-8,493,08,GEN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
S F Community K-8,493,TOTAL,ALL,463,55.0,35.0,47.0,23.0,21.0,17.0,8.0,257.0
Sanchez Es,816,K,GEN,183,2.0,8.0,5.0,4.0,3.0,3.0,0.0,158.0
Sanchez Es,816,K,MS,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanchez Es,816,K,SPN,40,6.0,11.0,10.0,3.0,3.0,3.0,0.0,4.0
Sanchez Es,816,01,GEN,6,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
Sanchez Es,816,01,SPN,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sanchez Es,816,02,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sanchez Es,816,02,SPN,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sanchez Es,816,03,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sanchez Es,816,03,SPN,3,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Sanchez Es,816,TOTAL,ALL,237,9.0,20.0,17.0,8.0,9.0,7.0,0.0,167.0
Serra Annex Tk,879,TK,GEN,124,24.0,25.0,18.0,13.0,14.0,10.0,7.0,13.0
Serra Annex Tk,879,TOTAL,ALL,124,24.0,25.0,18.0,13.0,14.0,10.0,7.0,13.0
Serra Es,656,K,GEN,198,9.0,11.0,7.0,5.0,4.0,3.0,6.0,153.0
Serra Es,656,K,SPN,53,22.0,5.0,9.0,6.0,3.0,1.0,2.0,5.0
Serra Es,656,01,GEN,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Serra Es,656,01,SPN,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Serra Es,656,02,GEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Serra Es,656,02,SPN,3,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Serra Es,656,03,SPN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serra Es,656,04,GEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Serra Es,656,05,GEN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serra Es,656,TOTAL,ALL,264,33.0,16.0,18.0,13.0,8.0,4.0,8.0,164.0
Sheridan Es,820,K,GEN,155,12.0,4.0,3.0,6.0,2.0,4.0,3.0,121.0
Sheridan Es,820,02,GEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sheridan Es,820,03,GEN,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sheridan Es,820,04,GEN,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sheridan Es,820,TOTAL,ALL,159,12.0,4.0,3.0,7.0,3.0,4.0,3.0,123.0
Sheridan Es,820,555,Franklin,100,94102.0,,,,,,,
Sheridan Tk,884,TK,GEN,90,12.0,11.0,16.0,15.0,10.0,4.0,6.0,16.0
Sheridan Tk,884,TOTAL,ALL,90,12.0,11.0,16.0,15.0,10.0,4.0,6.0,16.0
Sherman Es,823,K,GEN,893,94.0,80.0,55.0,59.0,35.0,35.0,29.0,506.0
Sherman Es,823,K,AF,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherman Es,823,01,GEN,30,8.0,3.0,2.0,1.0,2.0,2.0,2.0,10.0
Sherman Es,823,02,GEN,19,2.0,1.0,2.0,3.0,0.0,0.0,1.0,10.0
Sherman Es,823,03,GEN,11,3.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0
Sherman Es,823,04,GEN,11,2.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0
Sherman Es,823,05,GEN,3,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Sherman Es,823,TOTAL,ALL,968,110.0,85.0,62.0,66.0,38.0,37.0,33.0,537.0
Sloat Es,488,K,GEN,1054,63.0,49.0,59.0,62.0,60.0,43.0,64.0,654.0
Sloat Es,488,01,GEN,44,5.0,0.0,4.0,1.0,3.0,4.0,4.0,23.0
Sloat Es,488,02,GEN,19,4.0,1.0,0.0,1.0,1.0,0.0,1.0,11.0
Sloat Es,488,03,GEN,13,0.0,1.0,0.0,0.0,1.0,2.0,0.0,9.0
Sloat Es,488,04,GEN,19,3.0,2.0,2.0,2.0,1.0,0.0,1.0,8.0
Sloat Es,488,05,GEN,5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Sloat Es,488,TOTAL,ALL,1154,76.0,54.0,66.0,67.0,66.0,50.0,70.0,705.0
Spring Valley Es,834,K,GEN,288,12.0,20.0,9.0,18.0,7.0,5.0,13.0,204.0
Spring Valley Es,834,K,CHN,60,11.0,6.0,9.0,2.0,8.0,5.0,5.0,14.0
Spring Valley Es,834,K,SPN,27,13.0,3.0,3.0,0.0,1.0,2.0,0.0,5.0
Spring Valley Es,834,01,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Spring Valley Es,834,02,GEN,7,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
Spring Valley Es,834,02,CHN,5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
Spring Valley Es,834,03,GEN,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Spring Valley Es,834,03,CHN,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Spring Valley Es,834,04,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Spring Valley Es,834,04,CHN,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Spring Valley Es,834,05,CHN,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spring Valley Es,834,TOTAL,ALL,394,39.0,31.0,23.0,22.0,18.0,15.0,19.0,227.0
Spring Valley Es,834,555,Franklin,100,94102.0,,,,,,,
Starr King Es,838,K,GEN,215,4.0,4.0,3.0,4.0,5.0,4.0,6.0,185.0
Starr King Es,838,K,IMMM,299,32.0,26.0,9.0,11.0,8.0,10.0,4.0,199.0
Starr King Es,838,K,SA,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Starr King Es,838,01,GEN,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Starr King Es,838,01,IMMM,9,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0
Starr King Es,838,02,GEN,6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
Starr King Es,838,02,IMMM,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Starr King Es,838,03,GEN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Starr King Es,838,03,IMMM,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
